"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Nuclear factor NF-kappa-B p65 subunit","RELA","Q04206","CHEMBL5533","Transcription factor","0.110991670303","0 /  11     "
"Quinone reductase 2","NQO2","P16083","CHEMBL3959","Enzyme","0.0822880706974","11 /  17     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.0822880706974","22 /  22     "
"Cytochrome P450 1B1","CYP1B1","Q16678","CHEMBL4878","Cytochrome P450","0.0727163610114","0 /  25     "
"Cytochrome P450 1A1","CYP1A1","P04798","CHEMBL2231","Cytochrome P450","0.0630257148888","0 /  9     "
"Aryl hydrocarbon receptor","AHR","P35869","CHEMBL3201","Transcription factor","0.0630257148888","1 /  4     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.053517944289","0 /  46     "
"Tubulin beta-1 chain","TUBB1","Q9H4B7","CHEMBL1915","Structural protein","0.053517944289","5 /  24     "
"Coagulation factor VII/tissue factor","F3","P13726","CHEMBL4081","Surface antigen","0.053517944289","0 /  8     "
"Histone acetyltransferase PCAF","KAT2B","Q92831","CHEMBL5500","Writer","0.0439186325197","2 /  0     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0439186325197","22 /  14     "
"Carbonic anhydrase VA","CA5A","P35218","CHEMBL4789","Lyase","0.0439186325197","5 /  9     "
"Cytochrome P450 1A2","CYP1A2","P05177","CHEMBL3356","Cytochrome P450","0.0439186325197","4 /  4     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.0439186325197","57 /  18     "
"Tubulin beta-3 chain","TUBB3","Q13509","CHEMBL2597","Structural protein","0.0439186325197","0 /  1     "
"GABA-A receptor; alpha-5/beta-3/gamma-2","GABRB3 GABRG2 GABRA5","P28472 P18507 P31644","CHEMBL2094122","Ligand-gated ion channel","0.0439186325197","36 /  0     "
"Glutathione reductase","GSR","P00390","CHEMBL2755","Oxidoreductase","0.0439186325197","2 /  0     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.0439186325197","62 /  9     "
"Quinone reductase 1","NQO1","P15559","CHEMBL3623","Enzyme","0.0439186325197","2 /  0     "
"Phosphodiesterase 7A","PDE7A","Q13946","CHEMBL3012","Phosphodiesterase","0.0439186325197","35 /  0     "
"Cytochrome P450 2C19","CYP2C19","P33261","CHEMBL3622","Cytochrome P450","0.0439186325197","7 /  1     "
"Toll-like receptor 4   (by homology)","TLR4","O00206","CHEMBL5255","Toll-like and Il-1 receptors","0.0439186325197","0 /  5     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.0439186325197","26 /  11     "
"Cytochrome P450 11B1","CYP11B1","P15538","CHEMBL1908","Cytochrome P450","0.0439186325197","103 /  0     "
"Cytochrome P450 11B2","CYP11B2","P19099","CHEMBL2722","Cytochrome P450","0.0439186325197","126 /  0     "
"Norepinephrine transporter","SLC6A2","P23975","CHEMBL222","Electrochemical transporter","0.0439186325197","21 /  5     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.0439186325197","28 /  7     "
"Microtubule-associated protein tau","MAPT","P10636","CHEMBL1293224","Unclassified protein","0.0439186325197","0 /  2     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.0439186325197","184 /  33     "
"Metabotropic glutamate receptor 2   (by homology)","GRM2","Q14416","CHEMBL5137","Family C G protein-coupled receptor","0.0439186325197","7 /  0     "
"Steroid 5-alpha-reductase 1","SRD5A1","P18405","CHEMBL1787","Oxidoreductase","0.0439186325197","61 /  0     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.0","0 /  27     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0","34 /  12     "
"Cyclooxygenase-1","PTGS1","P23219","CHEMBL221","Oxidoreductase","0.0","33 /  20     "
"Carbonic anhydrase III","CA3","P07451","CHEMBL2885","Lyase","0.0","4 /  3     "
