"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.0498457217793","13 /  8     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.0498457217793","7 /  16     "
"Butyrylcholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.0498457217793","5 /  6     "
"Tyrosine-protein kinase SRC","SRC","P12931","CHEMBL267","Kinase","0.0498457217793","9 /  0     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.0498457217793","13 /  24     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.0","10 /  0     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.0","4 /  0     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0","11 /  0     "
"Metastin receptor","KISS1R","Q969F8","CHEMBL5413","Family A G protein-coupled receptor","0.0","30 /  0     "
"Thrombin","F2","P00734","CHEMBL204","Protease","0.0","14 /  0     "
"Thrombin and coagulation factor X","F10","P00742","CHEMBL244","Protease","0.0","27 /  0     "
"Heat shock protein HSP 90-alpha","HSP90AA1","P07900","CHEMBL3880","Other cytosolic protein","0.0","21 /  0     "
"Adenosine A3 receptor","ADORA3","P0DMS8","CHEMBL256","Family A G protein-coupled receptor","0.0","0 /  1     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.0","0 /  2     "
"Maternal embryonic leucine zipper kinase","MELK","Q14680","CHEMBL4578","Kinase","0.0","328 /  0     "
"Heat shock protein HSP 90-beta","HSP90AB1","P08238","CHEMBL4303","Other cytosolic protein","0.0","10 /  0     "
"Serine/threonine-protein kinase RAF","RAF1","P04049","CHEMBL1906","Kinase","0.0","1 /  0     "
"Dynamin-2","DNM2","P50570","CHEMBL5812","Enzyme","0.0","1 /  0     "
"Lysine-specific demethylase 2A","KDM2A","Q9Y2K7","CHEMBL1938210","Eraser","0.0","1 /  0     "
