"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Macrophage-expressed gene 1 protein","MPEG1","Q2M385","CHEMBL3414409","Unclassified protein","0.320218721084","0 /  15     "
"Histone acetyltransferase PCAF","KAT2B","Q92831","CHEMBL5500","Writer","0.312021838167","2 /  1     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.279037062104","85 /  48     "
"Inhibitor of apoptosis protein 3","XIAP","P98170","CHEMBL4198","Other cytosolic protein","0.155528102326","10 /  7     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.114337558605","2 /  165     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.0978745343258","143 /  33     "
"Squalene synthetase   (by homology)","FDFT1","P37268","CHEMBL3338","Enzyme","0.0978745343258","32 /  1     "
"Induced myeloid leukemia cell differentiation protein Mcl-1","MCL1","Q07820","CHEMBL4361","Other cytosolic protein","0.0978745343258","102 /  0     "
"Interleukin-6","IL6","P05231","CHEMBL1795129","Secreted protein","0.0978745343258","0 /  1     "
"Glutamine synthetase","GLUL","P15104","CHEMBL4612","Ligase","0.0978745343258","0 /  1     "
"Fatty acid-binding protein, liver   (by homology)","FABP1","P07148","CHEMBL5421","Fatty acid binding protein family","0.0978745343258","0 /  3     "
"Phospholipase A2 group IIA","PLA2G2A","P14555","CHEMBL3474","Enzyme","0.0978745343258","28 /  1     "
"Dihydroorotate dehydrogenase","DHODH","Q02127","CHEMBL1966","Oxidoreductase","0.0978745343258","278 /  0     "
"Type-1 angiotensin II receptor   (by homology)","AGTR1","P30556","CHEMBL227","Family A G protein-coupled receptor","0.0978745343258","162 /  0     "
"Ileal bile acid transporter","SLC10A2","Q12908","CHEMBL2778","Electrochemical transporter","0.0978745343258","20 /  0     "
"Endothelin receptor ET-A   (by homology)","EDNRA","P25101","CHEMBL252","Family A G protein-coupled receptor","0.0978745343258","367 /  0     "
"Matrix metalloproteinase 13","MMP13","P45452","CHEMBL280","Protease","0.0978745343258","171 /  0     "
"Matrix metalloproteinase 9","MMP9","P14780","CHEMBL321","Protease","0.0978745343258","172 /  0     "
"Matrix metalloproteinase 1","MMP1","P03956","CHEMBL332","Protease","0.0978745343258","134 /  0     "
"Hydroxycarboxylic acid receptor 2","HCAR2","Q8TDS4","CHEMBL3785","Family A G protein-coupled receptor","0.0978745343258","131 /  0     "
"L-lactate dehydrogenase A chain","LDHA","P00338","CHEMBL4835","Enzyme","0.0978745343258","25 /  0     "
"L-lactate dehydrogenase B chain","LDHB","P07195","CHEMBL4940","Enzyme","0.0978745343258","13 /  0     "
"G-protein coupled receptor 35","GPR35","Q9HC97","CHEMBL1293267","Family A G protein-coupled receptor","0.0978745343258","10 /  0     "
"Glutamate carboxypeptidase II","FOLH1","Q04609","CHEMBL1892","Protease","0.0978745343258","16 /  0     "
"Peroxisome proliferator-activated receptor gamma","PPARG","P37231","CHEMBL235","Nuclear receptor","0.0978745343258","472 /  12     "
"Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP","PTPN22","Q9Y2R2","CHEMBL2889","Phosphatase","0.0978745343258","33 /  0     "
"Nuclear receptor ROR-alpha","RORA","P35398","CHEMBL5868","Nuclear receptor","0.0978745343258","0 /  1     "
"Heat shock factor protein 1","HSF1","Q00613","CHEMBL5869","Other cytosolic protein","0.0978745343258","0 /  1     "
"Angiotensin-converting enzyme","ACE","P12821","CHEMBL1808","Protease","0.0978745343258","334 /  0     "
"Neprilysin","MME","P08473","CHEMBL1944","Protease","0.0978745343258","303 /  0     "
"Dual specificity protein kinase CLK4","CLK4","Q9HAZ1","CHEMBL4203","Kinase","0.0978745343258","5 /  0     "
"Dual specificty protein kinase CLK1","CLK1","P49759","CHEMBL4224","Kinase","0.0978745343258","10 /  0     "
"Dual specificity protein kinase CLK2","CLK2","P49760","CHEMBL4225","Kinase","0.0978745343258","6 /  0     "
"Dual specificity tyrosine-phosphorylation-regulated kinase 1B","DYRK1B","Q9Y463","CHEMBL5543","Kinase","0.0978745343258","5 /  0     "
"Insulin-like growth factor binding protein 3","IGFBP3","P17936","CHEMBL3997","Secreted protein","0.0978745343258","13 /  0     "
"Cytochrome P450 17A1","CYP17A1","P05093","CHEMBL3522","Cytochrome P450","0.0978745343258","0 /  15     "
"Dual specificity mitogen-activated protein kinase kinase 1","MAP2K1","Q02750","CHEMBL3587","Kinase","0.0978745343258","121 /  0     "
"Glucocorticoid receptor","NR3C1","P04150","CHEMBL2034","Nuclear receptor","0.0978745343258","17 /  33     "
"Matrix metalloproteinase 3","MMP3","P08254","CHEMBL283","Protease","0.0978745343258","160 /  0     "
"AMP deaminase 3","AMPD3","Q01432","CHEMBL2912","Enzyme","0.0978745343258","17 /  0     "
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.0978745343258","269 /  0     "
"Matrix metalloproteinase 7","MMP7","P09237","CHEMBL4073","Protease","0.0978745343258","25 /  0     "
"Leukotriene A4 hydrolase","LTA4H","P09960","CHEMBL4618","Protease","0.0978745343258","15 /  0     "
"PI3-kinase p110-alpha subunit","PIK3CA","P42336","CHEMBL4005","Enzyme","0.0978745343258","148 /  0     "
"Androgen Receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.0978745343258","47 /  89     "
"ADAM17","ADAM17","P78536","CHEMBL3706","Protease","0.0978745343258","63 /  1     "
"MAP kinase p38 alpha","MAPK14","Q16539","CHEMBL260","Kinase","0.0978745343258","132 /  0     "
"Phosphodiesterase 4B   (by homology)","PDE4B","Q07343","CHEMBL275","Phosphodiesterase","0.0978745343258","33 /  0     "
