"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.989975592612","20 /  43     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.989975592612","18 /  57     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.26588241578","14 /  3     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.26588241578","8 /  23     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.225011512708","3 /  2     "
"Carbonic anhydrase VA","CA5A","P35218","CHEMBL4789","Lyase","0.191771801576","4 /  11     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.166645840144","44 /  9     "
"Carbonic anhydrase III","CA3","P07451","CHEMBL2885","Lyase","0.166645840144","4 /  10     "
"Estradiol 17-beta-dehydrogenase 3","HSD17B3","P37058","CHEMBL4234","Enzyme","0.158397607491","10 /  20     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.158397607491","16 /  22     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.150097810701","7 /  18     "
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.141787380829","2 /  12     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.133391037839","0 /  42     "
"G-protein coupled receptor 35","GPR35","Q9HC97","CHEMBL1293267","Family A G protein-coupled receptor","0.133391037839","0 /  2     "
"Cyclin-dependent kinase 4/cyclin D1","CCND1 CDK4","P24385 P11802","CHEMBL1907601","Kinase","0.133391037839","0 /  1     "
"Platelet-derived growth factor receptor beta","PDGFRB","P09619","CHEMBL1913","Kinase","0.133391037839","0 /  1     "
"Vascular endothelial growth factor receptor 3","FLT4","P35916","CHEMBL1955","Kinase","0.133391037839","0 /  1     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.133391037839","0 /  2     "
"Insulin receptor","INSR","P06213","CHEMBL1981","Kinase","0.133391037839","0 /  1     "
"Cyclin-dependent kinase 2/cyclin A","CDK2 CCNA1 CCNA2","P24941 P78396 P20248","CHEMBL2094128","Other cytosolic protein","0.133391037839","0 /  1     "
"Focal adhesion kinase 1","PTK2","Q05397","CHEMBL2695","Kinase","0.133391037839","0 /  1     "
"Serine/threonine-protein kinase PLK1","PLK1","P53350","CHEMBL3024","Kinase","0.133391037839","0 /  2     "
"Casein kinase II alpha","CSNK2A1","P68400","CHEMBL3629","Kinase","0.133391037839","0 /  2     "
"Hepatocyte growth factor receptor","MET","P08581","CHEMBL3717","Kinase","0.133391037839","0 /  2     "
"Tyrosine-protein kinase TIE-2","TEK","Q02763","CHEMBL4128","Kinase","0.133391037839","0 /  1     "
"Serine/threonine-protein kinase AKT","AKT1","P31749","CHEMBL4282","Kinase","0.133391037839","0 /  1     "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.133391037839","0 /  4     "
"Mitogen-activated protein kinase kinase kinase 8","MAP3K8","P41279","CHEMBL4899","Kinase","0.133391037839","0 /  1     "
"Ephrin receptor","EPHB4","P54760","CHEMBL5147","Kinase","0.133391037839","0 /  1     "
"Heat shock 70 kDa protein 1","HSPA1A","P0DMV8","CHEMBL5460","Other cytosolic protein","0.133391037839","0 /  1     "
"NUAK family SNF1-like kinase 1","NUAK1","O60285","CHEMBL5784","Kinase","0.133391037839","0 /  1     "
"Tyrosine-protein kinase FGR   (by homology)","FGR","P09769","CHEMBL4454","Kinase","0.133391037839","0 /  1     "
"Tyrosine-protein kinase Lyn   (by homology)","LYN","P07948","CHEMBL3905","Kinase","0.133391037839","0 /  1     "
"Myoglobin","MB","P02144","CHEMBL2406892","Unclassified protein","0.133391037839","1 /  0     "
"Macrophage migration inhibitory factor","MIF","P14174","CHEMBL2085","Enzyme","0.133391037839","5 /  5     "
"Ribonuclease H1","RNASEH1","O60930","CHEMBL5893","Enzyme","0.125075959828","1 /  0     "
"Cytochrome P450 1A2","CYP1A2","P05177","CHEMBL3356","Cytochrome P450","0.125075959828","1 /  3     "
"D-amino-acid oxidase","DAO","P14920","CHEMBL5485","Enzyme","0.125075959828","17 /  1     "
"Glutathione reductase","GSR","P00390","CHEMBL2755","Oxidoreductase","0.125075959828","0 /  1     "
"Quinone reductase 2","NQO2","P16083","CHEMBL3959","Enzyme","0.125075959828","1 /  0     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.125075959828","4 /  11     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.125075959828","2 /  9     "
"Carbonic anhydrase XIII","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.125075959828","1 /  26     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.125075959828","14 /  45     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.125075959828","16 /  65     "
"Dihydropteridine reductase","QDPR","P09417","CHEMBL3730","Enzyme","0.125075959828","1 /  0     "
"Poly [ADP-ribose] polymerase-1","PARP1","P09874","CHEMBL3105","Enzyme","0.125075959828","4 /  0     "
"Cyclin-dependent kinase 2/cyclin E1","CCNE1 CDK2","P24864 P24941","CHEMBL1907605","Kinase","0.125075959828","1 /  0     "
"Protein tyrosine kinase 2 beta","PTK2B","Q14289","CHEMBL5469","Kinase","0.125075959828","1 /  0     "
"Carbonic anhydrase VB","CA5B","Q9Y2D0","CHEMBL3969","Lyase","0.125075959828","3 /  12     "
"Indoleamine 2,3-dioxygenase","IDO1","P14902","CHEMBL4685","Enzyme","0.125075959828","8 /  0     "
"Serine/threonine-protein kinase Aurora-B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.125075959828","2 /  3     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.125075959828","4 /  1     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.125075959828","1 /  2     "
"Aldo-keto-reductase family 1 member C3","AKR1C3","P42330","CHEMBL4681","Enzyme","0.116739032206","0 /  1     "
"Aldo-keto reductase family 1 member C1","AKR1C1","Q04828","CHEMBL5905","Enzyme","0.116739032206","0 /  1     "
"Alpha-synuclein","SNCA","P37840","CHEMBL6152","Unclassified protein","0.116739032206","5 /  0     "
"Methionine aminopeptidase 2","METAP2","P50579","CHEMBL3922","Protease","0.116739032206","4 /  0     "
"Aldehyde dehydrogenase","ALDH2","P05091","CHEMBL1935","Oxidoreductase","0.116739032206","0 /  2     "
"Succinate semialdehyde dehydrogenase","ALDH5A1","P51649","CHEMBL1911","Oxidoreductase","0.116739032206","1 /  0     "
"Gamma-amino-N-butyrate transaminase","ABAT","P80404","CHEMBL2044","Transferase","0.116739032206","2 /  0     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.116739032206","0 /  23     "
"Nuclear factor NF-kappa-B p105 subunit","NFKB1","P19838","CHEMBL3251","Other cytosolic protein","0.116739032206","0 /  2     "
"Voltage-gated potassium channel subunit Kv1.3","KCNA3","P22001","CHEMBL4633","Voltage-gated ion channel","0.116739032206","0 /  8     "
"Troponin, cardiac muscle","TNNC1 TNNT2 TNNI3","P63316 P45379 P19429","CHEMBL2095202","Unclassified protein","0.0","0 /  1     "
"Steryl-sulfatase","STS","P08842","CHEMBL3559","Enzyme","0.0","0 /  4     "
"Catechol O-methyltransferase   (by homology)","COMT","P21964","CHEMBL2023","Transferase","0.0","4 /  0     "
"Serine/threonine-protein kinase Aurora-A","AURKA","O14965","CHEMBL4722","Kinase","0.0","1 /  1     "
"Carbonyl reductase [NADPH] 1","CBR1","P16152","CHEMBL5586","Enzyme","0.0","0 /  1     "
"Heat shock protein HSP 90-alpha","HSP90AA1","P07900","CHEMBL3880","Other cytosolic protein","0.0","4 /  0     "
"Serine/threonine-protein kinase/endoribonuclease IRE1","ERN1","O75460","CHEMBL1163101","Enzyme","0.0","11 /  1     "
"Squalene monooxygenase   (by homology)","SQLE","Q14534","CHEMBL3592","Enzyme","0.0","1 /  1     "
"Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP","PTPN22","Q9Y2R2","CHEMBL2889","Phosphatase","0.0","1 /  0     "
"Tyrosine-protein kinase SRC","SRC","P12931","CHEMBL267","Kinase","0.0","4 /  1     "
"Serine/threonine-protein kinase PLK4","PLK4","O00444","CHEMBL3788","Kinase","0.0","1 /  1     "
"Quinone reductase 1","NQO1","P15559","CHEMBL3623","Enzyme","0.0","0 /  22     "
"Receptor protein-tyrosine kinase erbB-2","ERBB2","P04626","CHEMBL1824","Kinase","0.0","1 /  1     "
"Phenylethanolamine N-methyltransferase","PNMT","P11086","CHEMBL4617","Enzyme","0.0","4 /  0     "
"Histone deacetylase 2","HDAC2","Q92769","CHEMBL1937","Eraser","0.0","9 /  0     "
"Tyrosinase","TYR","P14679","CHEMBL1973","Oxidoreductase","0.0","4 /  0     "
"Histone deacetylase 8","HDAC8","Q9BY41","CHEMBL3192","Eraser","0.0","13 /  0     "
"Serine/threonine-protein kinase B-raf","BRAF","P15056","CHEMBL5145","Kinase","0.0","1 /  1     "
"Calcium-activated potassium channel subunit alpha-1","KCNMA1","Q12791","CHEMBL4304","Voltage-gated ion channel","0.0","5 /  0     "
"Histone deacetylase 6","HDAC6","Q9UBN7","CHEMBL1865","Eraser","0.0","9 /  0     "
"Arylamine N-acetyltransferase 1","NAT1","P18440","CHEMBL5101","Enzyme","0.0","2 /  0     "
"Proteasome Macropain subunit MB1","PSMB5","P28074","CHEMBL4662","Protease","0.0","1 /  0     "
"Tryptophan 2,3-dioxygenase   (by homology)","TDO2","P48775","CHEMBL2140","Enzyme","0.0","1 /  0     "
"DNA-(apurinic or apyrimidinic site) lyase","APEX1","P27695","CHEMBL5619","Enzyme","0.0","0 /  1     "
"Cyclin-dependent kinase 5/CDK5 activator 1","CDK5R1 CDK5","Q15078 Q00535","CHEMBL1907600","Kinase","0.0","3 /  6     "
"Dual specificty protein kinase CLK1","CLK1","P49759","CHEMBL4224","Kinase","0.0","5 /  0     "
"Dual specificity tyrosine-phosphorylation-regulated kinase 1B","DYRK1B","Q9Y463","CHEMBL5543","Kinase","0.0","1 /  0     "
"Alkaline phosphatase, tissue-nonspecific isozyme","ALPL","P05186","CHEMBL5979","Enzyme","0.0","3 /  0     "
"Phospholipase A-2-activating protein","PLAA","Q9Y263","CHEMBL6114","Unclassified protein","0.0","3 /  0     "
"Steroid 5-alpha-reductase 1","SRD5A1","P18405","CHEMBL1787","Oxidoreductase","0.0","1 /  4     "
"Ribosomal protein S6 kinase alpha 3","RPS6KA3","P51812","CHEMBL2345","Kinase","0.0","4 /  0     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.0","3 /  4     "
"Voltage-gated potassium channel subunit Kv1.5","KCNA5","P22460","CHEMBL4306","Voltage-gated ion channel","0.0","0 /  1     "
"Interleukin-8 receptor A","CXCR1","P25024","CHEMBL4029","Family A G protein-coupled receptor","0.0","1 /  0     "
"Tyrosine-protein kinase FYN","FYN","P06241","CHEMBL1841","Kinase","0.0","0 /  1     "
"Cannabinoid receptor 1","CNR1","P21554","CHEMBL218","Family A G protein-coupled receptor","0.0","0 /  12     "
