"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","1.0","28 /  38     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","1.0","20 /  14     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","1.0","6 /  18     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","1.0","1 /  12     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","1.0","17 /  18     "
"Carbonic anhydrase III","CA3","P07451","CHEMBL2885","Lyase","1.0","4 /  4     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","1.0","7 /  15     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","1.0","11 /  14     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","1.0","7 /  18     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","1.0","10 /  19     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","1.0","2 /  7     "
"Carbonic anhydrase VB","CA5B","Q9Y2D0","CHEMBL3969","Lyase","1.0","5 /  14     "
"Carbonic anhydrase VA","CA5A","P35218","CHEMBL4789","Lyase","1.0","6 /  15     "
"Macrophage migration inhibitory factor","MIF","P14174","CHEMBL2085","Enzyme","0.249992357588","1 /  1     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.208479014792","1 /  21     "
"Matrix metalloproteinase 9","MMP9","P14780","CHEMBL321","Protease","0.208479014792","2 /  19     "
"Matrix metalloproteinase 1","MMP1","P03956","CHEMBL332","Protease","0.208479014792","2 /  18     "
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.208479014792","2 /  20     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.208479014792","13 /  2     "
"Aldo-keto reductase family 1 member B10","AKR1B10","O60218","CHEMBL5983","Enzyme","0.158397607491","0 /  18     "
"Toll-like receptor 4   (by homology)","TLR4","O00206","CHEMBL5255","Toll-like and Il-1 receptors","0.133391037839","0 /  22     "
"Carbonic anhydrase XIII   (by homology)","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.133391037839","2 /  11     "
