"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"TNF-alpha","TNF","P01375","CHEMBL1825","Secreted protein","0.363156227353","0 /  3     "
"Interleukin-2","IL2","P60568","CHEMBL5880","Secreted protein","0.363156227353","0 /  4     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.295973391898","2 /  19     "
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.286518358346","9 /  75     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.152396203848","0 /  18     "
"Neuromedin-U receptor 2","NMUR2","Q9GZQ4","CHEMBL1075144","Family A G protein-coupled receptor","0.0757082396102","1 /  1     "
"Alpha-2a adrenergic receptor","ADRA2A","P08913","CHEMBL1867","Family A G protein-coupled receptor","0.0757082396102","1 /  1     "
"Adrenergic receptor alpha-2","ADRA2C","P18825","CHEMBL1916","Family A G protein-coupled receptor","0.0757082396102","2 /  2     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.0757082396102","1 /  36     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.0661303830337","3 /  14     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.0661303830337","3 /  22     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.0661303830337","3 /  11     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.0661303830337","0 /  21     "
"Aldehyde dehydrogenase","ALDH2","P05091","CHEMBL1935","Oxidoreductase","0.0661303830337","0 /  30     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.0661303830337","1 /  7     "
"Ribosomal protein S6 kinase alpha 3","RPS6KA3","P51812","CHEMBL2345","Kinase","0.0661303830337","6 /  19     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0661303830337","2 /  12     "
"Lymphocyte differentiation antigen CD38","CD38","P28907","CHEMBL4660","Enzyme","0.0661303830337","0 /  3     "
"Quinone reductase 2","NQO2","P16083","CHEMBL3959","Enzyme","0.0661303830337","1 /  1     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.0661303830337","0 /  9     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0661303830337","0 /  12     "
"Squalene monooxygenase   (by homology)","SQLE","Q14534","CHEMBL3592","Enzyme","0.0661303830337","3 /  0     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.0661303830337","0 /  48     "
