"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Serine/threonine-protein kinase/endoribonuclease IRE1","ERN1","O75460","CHEMBL1163101","Enzyme","0.166645840144","38 /  58     "
"HMG-CoA reductase","HMGCR","P04035","CHEMBL402","Oxidoreductase","0.150097810701","3 /  4     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.133391037839","5 /  92     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.133391037839","45 /  18     "
"Histone acetyltransferase p300","EP300","Q09472","CHEMBL3784","Writer","0.133391037839","1 /  0     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.125075959828","57 /  35     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.125075959828","36 /  18     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.125075959828","20 /  14     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.125075959828","44 /  28     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.125075959828","16 /  16     "
"Catechol O-methyltransferase   (by homology)","COMT","P21964","CHEMBL2023","Transferase","0.125075959828","2 /  7     "
"Monoamine oxidase B","MAOB","P27338","CHEMBL2039","Oxidoreductase","0.125075959828","48 /  81     "
"Myoglobin","MB","P02144","CHEMBL2406892","Unclassified protein","0.116739032206","3 /  0     "
"Transthyretin","TTR","P02766","CHEMBL3194","Secreted protein","0.116739032206","3 /  8     "
"Metabotropic glutamate receptor 5","GRM5","P41594","CHEMBL3227","Family C G protein-coupled receptor","0.116739032206","5 /  0     "
"Steroid 5-alpha-reductase 2","SRD5A2","P31213","CHEMBL1856","Oxidoreductase","0.116739032206","0 /  14     "
"Aldehyde dehydrogenase 1A1","ALDH1A1","P00352","CHEMBL3577","Enzyme","0.116739032206","0 /  1     "
"Gamma-amino-N-butyrate transaminase","ABAT","P80404","CHEMBL2044","Transferase","0.116739032206","3 /  2     "
"Plectin","PLEC","Q15149","CHEMBL1293240","Unclassified protein","0.116739032206","1 /  0     "
"Casein kinase I alpha","CSNK1A1","P48729","CHEMBL2793","Kinase","0.116739032206","2 /  0     "
"Casein kinase I delta","CSNK1D","P48730","CHEMBL2828","Kinase","0.116739032206","2 /  0     "
"Angiotensin-converting enzyme   (by homology)","ACE","P12821","CHEMBL1808","Protease","0.116739032206","1 /  0     "
"Alkaline phosphatase, tissue-nonspecific isozyme","ALPL","P05186","CHEMBL5979","Enzyme","0.116739032206","6 /  0     "
"D-amino-acid oxidase","DAO","P14920","CHEMBL5485","Enzyme","0.0","16 /  0     "
"Serine/threonine-protein kinase PIM3","PIM3","Q86V86","CHEMBL5407","Kinase","0.0","15 /  0     "
"Calcium-activated potassium channel subunit alpha-1","KCNMA1","Q12791","CHEMBL4304","Voltage-gated ion channel","0.0","6 /  0     "
"Indoleamine 2,3-dioxygenase","IDO1","P14902","CHEMBL4685","Enzyme","0.0","5 /  0     "
"Dual specificity phosphatase Cdc25B","CDC25B","P30305","CHEMBL4804","Phosphatase","0.0","2 /  0     "
"Steryl-sulfatase","STS","P08842","CHEMBL3559","Enzyme","0.0","0 /  17     "
