"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.857226280089","9 /  6     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.857226280089","4 /  18     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.857226280089","11 /  14     "
"Carbonic anhydrase III","CA3","P07451","CHEMBL2885","Lyase","0.857226280089","2 /  6     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.857226280089","2 /  8     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.857226280089","6 /  34     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.857226280089","6 /  15     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.857226280089","9 /  42     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.857226280089","3 /  7     "
"Carbonic anhydrase XIII   (by homology)","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.857226280089","3 /  20     "
"Carbonic anhydrase VB","CA5B","Q9Y2D0","CHEMBL3969","Lyase","0.857226280089","3 /  11     "
"Carbonic anhydrase VA","CA5A","P35218","CHEMBL4789","Lyase","0.857226280089","2 /  10     "
"Nuclear factor NF-kappa-B p105 subunit","NFKB1","P19838","CHEMBL3251","Other cytosolic protein","0.0822880706974","0 /  2     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.053517944289","15 /  3     "
"D-amino-acid oxidase","DAO","P14920","CHEMBL5485","Enzyme","0.053517944289","0 /  1     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.053517944289","0 /  1     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.0439186325197","14 /  2     "
"Cytochrome P450 11B1","CYP11B1","P15538","CHEMBL1908","Cytochrome P450","0.0439186325197","13 /  0     "
"7,8-dihydro-8-oxoguanine triphosphatase","NUDT1","P36639","CHEMBL3708265","Enzyme","0.0","4 /  0     "
"Quinone reductase 1","NQO1","P15559","CHEMBL3623","Enzyme","0.0","1 /  1     "
"MAP kinase p38 alpha","MAPK14","Q16539","CHEMBL260","Kinase","0.0","1 /  0     "
"Thymidylate synthase","TYMS","P04818","CHEMBL1952","Transferase","0.0","4 /  0     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.0","0 /  29     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.0","0 /  39     "
"Nitric oxide synthase, inducible","NOS2","P35228","CHEMBL4481","Enzyme","0.0","6 /  0     "
"LIM domain kinase 1","LIMK1","P53667","CHEMBL3836","Kinase","0.0","10 /  0     "
"Trace amine-associated receptor 1   (by homology)","TAAR1","Q96RJ0","CHEMBL5857","Family A G protein-coupled receptor","0.0","24 /  0     "
"Estradiol 17-beta-dehydrogenase 3","HSD17B3","P37058","CHEMBL4234","Enzyme","0.0","0 /  12     "
"Cytochrome P450 11B2","CYP11B2","P19099","CHEMBL2722","Cytochrome P450","0.0","14 /  0     "
"Butyrylcholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.0","4 /  0     "
"Acyl coenzyme A:cholesterol acyltransferase","CES1","P23141","CHEMBL2265","Enzyme","0.0","7 /  0     "
"Protein-glutamine gamma-glutamyltransferase","TGM2","P21980","CHEMBL2730","Enzyme","0.0","2 /  0     "
"Carboxylesterase 2","CES2","O00748","CHEMBL3180","Enzyme","0.0","4 /  0     "
"GABA-A receptor; alpha-5/beta-3/gamma-2","GABRB3 GABRG2 GABRA5","P28472 P18507 P31644","CHEMBL2094122","Ligand-gated ion channel","0.0","20 /  0     "
"Lysosomal protective protein","CTSA","P10619","CHEMBL6115","Protease","0.0","0 /  1     "
