"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.776549350318","25 /  75     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.659830583012","7 /  8     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.384850756437","7 /  29     "
"Serine/threonine-protein kinase PIM1","PIM1","P11309","CHEMBL2147","Kinase","0.368191320236","8 /  7     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.368191320236","6 /  23     "
"Adenosine A2a receptor   (by homology)","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.368191320236","6 /  11     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.284878497329","13 /  21     "
"Cytochrome P450 1B1","CYP1B1","Q16678","CHEMBL4878","Cytochrome P450","0.218248071833","12 /  46     "
"Thrombin","F2","P00734","CHEMBL204","Protease","0.218248071833","16 /  2     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.193269571287","5 /  47     "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.193269571287","12 /  17     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.18493005241","11 /  17     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.18493005241","8 /  16     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.18493005241","11 /  20     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.18493005241","8 /  13     "
"Estradiol 17-beta-dehydrogenase 2","HSD17B2","P37059","CHEMBL2789","Enzyme","0.18493005241","8 /  3     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.168264713882","5 /  3     "
"Beta amyloid A4 protein","APP","P05067","CHEMBL2487","Membrane receptor","0.159936683278","2 /  12     "
"G-protein coupled receptor 35","GPR35","Q9HC97","CHEMBL1293267","Family A G protein-coupled receptor","0.159936683278","2 /  4     "
"Tyrosine-protein kinase receptor FLT3","FLT3","P36888","CHEMBL1974","Kinase","0.159936683278","6 /  7     "
"Death-associated protein kinase 1","DAPK1","P53355","CHEMBL2558","Kinase","0.159936683278","2 /  2     "
"Multidrug resistance-associated protein 1","ABCC1","P33527","CHEMBL3004","Primary active transporter","0.159936683278","7 /  11     "
