"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Galectin-3","LGALS3","P17931","CHEMBL4531","Other cytosolic protein","0.136844680728","0 /  7     "
"Galectin-9","LGALS9","O00182","CHEMBL5474","Other cytosolic protein","0.136844680728","0 /  1     "
"Heat shock protein HSP 90-alpha","HSP90AA1","P07900","CHEMBL3880","Other cytosolic protein","0.128531577649","0 /  6     "
"Norepinephrine transporter","SLC6A2","P23975","CHEMBL222","Electrochemical transporter","0.120225750913","0 /  3     "
"Somatostatin receptor 5","SSTR5","P35346","CHEMBL1792","Family A G protein-coupled receptor","0.120225750913","0 /  17     "
"Somatostatin receptor 2","SSTR2","P30874","CHEMBL1804","Family A G protein-coupled receptor","0.120225750913","0 /  13     "
"Somatostatin receptor 4","SSTR4","P31391","CHEMBL1853","Family A G protein-coupled receptor","0.120225750913","0 /  20     "
"Somatostatin receptor 1","SSTR1","P30872","CHEMBL1917","Family A G protein-coupled receptor","0.120225750913","0 /  9     "
"Somatostatin receptor 3","SSTR3","P32745","CHEMBL2028","Family A G protein-coupled receptor","0.120225750913","0 /  13     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.120225750913","0 /  104     "
"Vascular endothelial growth factor A","VEGFA","P15692","CHEMBL1783","Secreted protein","0.120225750913","0 /  2     "
"Acidic fibroblast growth factor","FGF1","P05230","CHEMBL2120","Secreted protein","0.120225750913","0 /  3     "
"Basic fibroblast growth factor","FGF2","P09038","CHEMBL3107","Secreted protein","0.120225750913","0 /  2     "
"Heparanase","HPSE","Q9Y251","CHEMBL3921","Enzyme","0.120225750913","0 /  2     "
"Thrombin and coagulation factor X","F10","P00742","CHEMBL244","Protease","0.120225750913","0 /  3     "
"AMY1C","AMY1A","P04745","CHEMBL2478","Enzyme","0.120225750913","0 /  1     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.120225750913","0 /  7     "
"Plasminogen activator inhibitor-1","SERPINE1","P05121","CHEMBL3475","Secreted protein","0.120225750913","0 /  10     "
"T-cell protein-tyrosine phosphatase","PTPN2","P17706","CHEMBL3807","Phosphatase","0.120225750913","0 /  3     "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.120225750913","0 /  4     "
"Squalene monooxygenase   (by homology)","SQLE","Q14534","CHEMBL3592","Enzyme","0.120225750913","0 /  15     "
"Platelet activating factor receptor   (by homology)","PTAFR","P25105","CHEMBL250","Family A G protein-coupled receptor","0.120225750913","0 /  15     "
"P-selectin","SELP","P16109","CHEMBL5378","Adhesion","0.120225750913","0 /  1     "
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.120225750913","0 /  1     "
"Phosphodiesterase 4D","PDE4D","Q08499","CHEMBL288","Phosphodiesterase","0.0","0 /  1     "
"Gamma-secretase","PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B","P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43","CHEMBL2094135","Protease","0.0","0 /  11     "
"Butyrylcholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.0","0 /  28     "
"Squalene synthetase","FDFT1","P37268","CHEMBL3338","Enzyme","0.0","0 /  165     "
"Tyrosyl-DNA phosphodiesterase 1","TDP1","Q9NUW8","CHEMBL1075138","Enzyme","0.0","0 /  2     "
"Protein phosphatase 2C alpha","PPM1A","P35813","CHEMBL2437","Phosphatase","0.0","0 /  1     "
"Dopamine transporter   (by homology)","SLC6A3","Q01959","CHEMBL238","Electrochemical transporter","0.0","0 /  59     "
"Kappa Opioid receptor","OPRK1","P41145","CHEMBL237","Family A G protein-coupled receptor","0.0","0 /  5     "
"Cyclin-dependent kinase 1","CDK1","P06493","CHEMBL308","Kinase","0.0","0 /  1     "
"Sodium/glucose cotransporter 2","SLC5A2","P31639","CHEMBL3884","Electrochemical transporter","0.0","0 /  52     "
"Protein kinase C gamma","PRKCG","P05129","CHEMBL2938","Kinase","0.0","0 /  8     "
"Protein kinase C delta","PRKCD","Q05655","CHEMBL2996","Kinase","0.0","0 /  15     "
"Protein kinase C alpha","PRKCA","P17252","CHEMBL299","Kinase","0.0","0 /  22     "
"Protein kinase C beta","PRKCB","P05771","CHEMBL3045","Kinase","0.0","0 /  8     "
"Protein kinase C epsilon","PRKCE","Q02156","CHEMBL3582","Kinase","0.0","0 /  8     "
"Protein kinase C eta","PRKCH","P24723","CHEMBL3616","Kinase","0.0","0 /  8     "
"Protein kinase C theta","PRKCQ","Q04759","CHEMBL3920","Kinase","0.0","0 /  8     "
"Glycine receptor subunit alpha-1","GLRA1","P23415","CHEMBL5845","Ligand-gated ion channel","0.0","0 /  9     "
"Glycine receptor subunit alpha-2","GLRA2","P23416","CHEMBL5871","Ligand-gated ion channel","0.0","0 /  6     "
