"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Cyclooxygenase-1","PTGS1","P23219","CHEMBL221","Oxidoreductase","0.080569968052","40 /  13     "
"Quinone reductase 1","NQO1","P15559","CHEMBL3623","Enzyme","0.080569968052","5 /  0     "
"Cytochrome P450 11B1","CYP11B1","P15538","CHEMBL1908","Cytochrome P450","0.0717871625222","122 /  0     "
"Cytochrome P450 11B2","CYP11B2","P19099","CHEMBL2722","Cytochrome P450","0.0717871625222","158 /  0     "
"Quinone reductase 2","NQO2","P16083","CHEMBL3959","Enzyme","0.0717871625222","24 /  11     "
"PI3-kinase p110-beta subunit","PIK3CB","P42338","CHEMBL3145","Enzyme","0.0717871625222","7 /  0     "
"PI3-kinase p110-alpha subunit","PIK3CA","P42336","CHEMBL4005","Enzyme","0.0717871625222","11 /  0     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.0717871625222","247 /  10     "
"P2X purinoceptor 7","P2RX7","Q99572","CHEMBL4805","Ligand-gated ion channel","0.0717871625222","79 /  0     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.0717871625222","58 /  23     "
"Phosphodiesterase 7A","PDE7A","Q13946","CHEMBL3012","Phosphodiesterase","0.0717871625222","48 /  0     "
"CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase)","CDC7","O00311","CHEMBL5443","Kinase","0.0717871625222","17 /  0     "
"HMG-CoA reductase","HMGCR","P04035","CHEMBL402","Oxidoreductase","0.0717871625222","1 /  4     "
"Adenosine A2a receptor","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.0717871625222","102 /  0     "
"Nitric-oxide synthase, brain","NOS1","P29475","CHEMBL3568","Enzyme","0.0717871625222","13 /  0     "
"Nitric-oxide synthase, endothelial","NOS3","P29474","CHEMBL4803","Enzyme","0.0717871625222","8 /  0     "
"Thromboxane-A synthase","TBXAS1","P24557","CHEMBL1835","Cytochrome P450","0.0717871625222","28 /  0     "
"Metabotropic glutamate receptor 4","GRM4","Q14833","CHEMBL2736","Family C G protein-coupled receptor","0.0717871625222","29 /  0     "
"Heme oxygenase 1   (by homology)","HMOX1","P09601","CHEMBL2823","Enzyme","0.0717871625222","14 /  0     "
"Metabotropic glutamate receptor 2   (by homology)","GRM2","Q14416","CHEMBL5137","Family C G protein-coupled receptor","0.0717871625222","11 /  0     "
"GABA-A receptor; alpha-5/beta-3/gamma-2","GABRB3 GABRG2 GABRA5","P28472 P18507 P31644","CHEMBL2094122","Ligand-gated ion channel","0.0717871625222","63 /  0     "
"Monoglyceride lipase","MGLL","Q99685","CHEMBL4191","Enzyme","0.0717871625222","32 /  0     "
"Bromodomain-containing protein 9","BRD9","Q9H8M2","CHEMBL3108640","Reader","0.0717871625222","2 /  0     "
"Histone acetyltransferase PCAF","KAT2B","Q92831","CHEMBL5500","Writer","0.0717871625222","15 /  0     "
"GABA-A receptor; alpha-3/beta-3/gamma-2","GABRB3 GABRA3 GABRG2","P28472 P34903 P18507","CHEMBL2094120","Ligand-gated ion channel","0.0717871625222","31 /  0     "
"GABA-A receptor; alpha-2/beta-3/gamma-2","GABRA2 GABRB3 GABRG2","P47869 P28472 P18507","CHEMBL2094130","Ligand-gated ion channel","0.0717871625222","24 /  0     "
"Muscarinic acetylcholine receptor M2","CHRM2","P08172","CHEMBL211","Family A G protein-coupled receptor","0.0717871625222","35 /  0     "
"Muscarinic acetylcholine receptor M1","CHRM1","P11229","CHEMBL216","Family A G protein-coupled receptor","0.0717871625222","73 /  0     "
"Muscarinic acetylcholine receptor M3","CHRM3","P20309","CHEMBL245","Family A G protein-coupled receptor","0.0717871625222","21 /  0     "
"Metabotropic glutamate receptor 5   (by homology)","GRM5","P41594","CHEMBL3227","Family C G protein-coupled receptor","0.0717871625222","205 /  0     "
"Arachidonate 15-lipoxygenase","ALOX15","P16050","CHEMBL2903","Enzyme","0.0717871625222","16 /  11     "
"Androgen Receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.0717871625222","41 /  14     "
"Regulator of G-protein signaling 4","RGS4","P49798","CHEMBL1795091","Unclassified protein","0.0717871625222","16 /  0     "
"Phosphodiesterase 10A","PDE10A","Q9Y233","CHEMBL4409","Phosphodiesterase","0.0717871625222","137 /  0     "
"Ubiquitin carboxyl-terminal hydrolase 10","USP10","Q14694","CHEMBL3407323","Enzyme","0.0717871625222","1 /  0     "
"Ubiquitin carboxyl-terminal hydrolase 13","USP13","Q92995","CHEMBL3407324","Enzyme","0.0717871625222","1 /  0     "
"Cytochrome P450 2A6","CYP2A6","P11509","CHEMBL5282","Cytochrome P450","0.0717871625222","19 /  0     "
"Dipeptidyl peptidase I","CTSC","P53634","CHEMBL2252","Protease","0.0717871625222","7 /  0     "
"Cathepsin K","CTSK","P43235","CHEMBL268","Protease","0.0717871625222","73 /  0     "
"Cathepsin S","CTSS","P25774","CHEMBL2954","Protease","0.0717871625222","17 /  0     "
"Cathepsin (V and K)","CTSV","O60911","CHEMBL3272","Protease","0.0717871625222","4 /  0     "
"Tyrosine-protein kinase TYK2","TYK2","P29597","CHEMBL3553","Kinase","0.0717871625222","21 /  0     "
"CREB-binding protein/p53","CREBBP","Q92793","CHEMBL5747","Writer","0.0717871625222","3 /  0     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0717871625222","85 /  14     "
"Tyrosine-protein kinase JAK2","JAK2","O60674","CHEMBL2971","Kinase","0.0717871625222","72 /  0     "
"7,8-dihydro-8-oxoguanine triphosphatase","NUDT1","P36639","CHEMBL3708265","Enzyme","0.0717871625222","4 /  0     "
"Galanin receptor 3","GALR3","O60755","CHEMBL2731","Family A G protein-coupled receptor","0.0717871625222","3 /  0     "
"Serotonin 2a (5-HT2a) receptor","HTR2A","P28223","CHEMBL224","Family A G protein-coupled receptor","0.0717871625222","20 /  59     "
"Peregrin","BRPF1","P55201","CHEMBL3132741","Reader","0.0717871625222","2 /  0     "
"Macrophage-stimulating protein receptor","MST1R","Q04912","CHEMBL2689","Kinase","0.0717871625222","2 /  0     "
"Histone acetyltransferase p300","EP300","Q09472","CHEMBL3784","Writer","0.0717871625222","3 /  0     "
"GABA receptor alpha-1 subunit","GABRA1","P14867","CHEMBL1962","Ligand-gated ion channel","0.0717871625222","12 /  0     "
"GABA receptor alpha-5 subunit","GABRA5","P31644","CHEMBL5112","Ligand-gated ion channel","0.0717871625222","12 /  0     "
"Protein-glutamine gamma-glutamyltransferase","TGM2","P21980","CHEMBL2730","Enzyme","0.0717871625222","14 /  0     "
"Tyrosine-protein kinase JAK1","JAK1","P23458","CHEMBL2835","Kinase","0.0717871625222","36 /  0     "
"Poly [ADP-ribose] polymerase-1","PARP1","P09874","CHEMBL3105","Enzyme","0.0717871625222","91 /  0     "
"CDGSH iron-sulfur domain-containing protein 1","CISD1","Q9NZ45","CHEMBL1795168","Unclassified protein","0.0","2 /  0     "
"Estradiol 17-beta-dehydrogenase 3","HSD17B3","P37058","CHEMBL4234","Enzyme","0.0","20 /  0     "
