"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Serotonin 1a (5-HT1a) receptor","HTR1A","P08908","CHEMBL214","Family A G protein-coupled receptor","0.337323017277","211 /  10     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.185218735008","77 /  31     "
"Acyl-protein thioesterase 1","LYPLA1","O75608","CHEMBL1681631","Enzyme","0.12128700335","0 /  1     "
"Acyl-protein thioesterase 2","LYPLA2","O95372","CHEMBL1932891","Enzyme","0.12128700335","0 /  1     "
"Dual specificity mitogen-activated protein kinase kinase 1","MAP2K1","Q02750","CHEMBL3587","Kinase","0.113285953487","187 /  1     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.113285953487","84 /  86     "
"Testis-specific androgen-binding protein","SHBG","P04278","CHEMBL3305","Secreted protein","0.113285953487","3 /  18     "
"11-beta-hydroxysteroid dehydrogenase 1","HSD11B1","P28845","CHEMBL4235","Enzyme","0.113285953487","177 /  36     "
"Estradiol 17-beta-dehydrogenase 1","HSD17B1","P14061","CHEMBL3181","Enzyme","0.113285953487","27 /  42     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.113285953487","40 /  61     "
"Peroxisome proliferator-activated receptor gamma","PPARG","P37231","CHEMBL235","Nuclear receptor","0.113285953487","25 /  126     "
"Tyrosine-protein kinase SYK","SYK","P43405","CHEMBL2599","Kinase","0.113285953487","257 /  0     "
"Prostaglandin E synthase","PTGES","O14684","CHEMBL5658","Enzyme","0.113285953487","22 /  8     "
"Serine/threonine-protein kinase PIM2","PIM2","Q9P1W9","CHEMBL4523","Kinase","0.113285953487","160 /  0     "
"Serine/threonine-protein kinase PIM3","PIM3","Q86V86","CHEMBL5407","Kinase","0.113285953487","132 /  0     "
"Serine/threonine-protein kinase Chk1","CHEK1","O14757","CHEMBL4630","Kinase","0.113285953487","163 /  0     "
"Serine/threonine-protein kinase WEE1","WEE1","P30291","CHEMBL5491","Kinase","0.113285953487","44 /  0     "
"PI3-kinase p110-delta subunit","PIK3CD","O00329","CHEMBL3130","Enzyme","0.113285953487","159 /  0     "
"PI3-kinase p110-beta subunit","PIK3CB","P42338","CHEMBL3145","Enzyme","0.113285953487","163 /  0     "
"PI3-kinase p110-gamma subunit","PIK3CG","P48736","CHEMBL3267","Enzyme","0.113285953487","228 /  0     "
"PI3-kinase p110-alpha subunit","PIK3CA","P42336","CHEMBL4005","Enzyme","0.113285953487","823 /  0     "
"Aldo-keto reductase family 1 member B10","AKR1B10","O60218","CHEMBL5983","Enzyme","0.113285953487","7 /  0     "
"Glucocorticoid receptor","NR3C1","P04150","CHEMBL2034","Nuclear receptor","0.113285953487","200 /  57     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.113285953487","139 /  14     "
"Pyruvate dehydrogenase kinase isoform 1","PDK1","Q15118","CHEMBL4766","Kinase","0.113285953487","27 /  0     "
"Serine/threonine-protein kinase mTOR","MTOR","P42345","CHEMBL2842","Kinase","0.113285953487","556 /  0     "
"Arachidonate 15-lipoxygenase","ALOX15","P16050","CHEMBL2903","Enzyme","0.113285953487","8 /  20     "
"PI3-kinase p110-alpha/p85-alpha","PIK3CA PIK3R1","P42336 P27986","CHEMBL2111367","Enzyme","0.113285953487","71 /  0     "
"PI3-kinase p110-delta/p85-alpha","PIK3CD PIK3R1","O00329 P27986","CHEMBL2111432","Enzyme","0.113285953487","14 /  0     "
"PI3K p110 beta/p85 alpha","PIK3R1 PIK3CB","P27986 P42338","CHEMBL3038510","Enzyme","0.113285953487","6 /  0     "
