"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Androgen Receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.545250371461","10 /  103     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.287794636811","0 /  40     "
"Muscarinic acetylcholine receptor M2","CHRM2","P08172","CHEMBL211","Family A G protein-coupled receptor","0.287794636811","0 /  2     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.287794636811","0 /  2     "
"Serotonin transporter","SLC6A4","P31645","CHEMBL228","Electrochemical transporter","0.287794636811","0 /  5     "
"Cytochrome P450 2C19","CYP2C19","P33261","CHEMBL3622","Cytochrome P450","0.287794636811","0 /  3     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.255622823612","3 /  172     "
"Nuclear receptor subfamily 1 group I member 3   (by homology)","NR1I3","Q14994","CHEMBL5503","Nuclear receptor","0.19929031853","0 /  3     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.183235381136","7 /  53     "
"Butyrylcholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.175186648619","2 /  2     "
"Norepinephrine transporter","SLC6A2","P23975","CHEMBL222","Electrochemical transporter","0.134971891997","2 /  2     "
"Sterol regulatory element-binding protein 2","SREBF2","Q12772","CHEMBL1795166","Unclassified protein","0.126928723833","0 /  1     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.126928723833","0 /  48     "
"Niemann-Pick C1-like protein 1","NPC1L1","Q9UHC9","CHEMBL2027","Other membrane protein","0.126928723833","2 /  11     "
"Cytochrome P450 17A1","CYP17A1","P05093","CHEMBL3522","Cytochrome P450","0.126928723833","27 /  45     "
"LXR-alpha","NR1H3","Q13133","CHEMBL2808","Nuclear receptor","0.126928723833","7 /  20     "
"HMG-CoA reductase","HMGCR","P04035","CHEMBL402","Oxidoreductase","0.118883306718","24 /  12     "
"Cytochrome P450 51   (by homology)","CYP51A1","Q16850","CHEMBL3849","Cytochrome P450","0.118883306718","1 /  2     "
"Protein-tyrosine phosphatase 1C","PTPN6","P29350","CHEMBL3166","Phosphatase","0.118883306718","0 /  1     "
"T-cell protein-tyrosine phosphatase","PTPN2","P17706","CHEMBL3807","Phosphatase","0.118883306718","0 /  17     "
"Squalene monooxygenase","SQLE","Q14534","CHEMBL3592","Enzyme","0.118883306718","0 /  4     "
"Nuclear receptor ROR-gamma","RORC","P51449","CHEMBL1741186","Nuclear receptor","0.118883306718","1 /  10     "
"Prolyl endopeptidase","PREP","P48147","CHEMBL3202","Protease","0.118883306718","0 /  1     "
"Prostaglandin E synthase","PTGES","O14684","CHEMBL5658","Enzyme","0.118883306718","0 /  11     "
"Testis-specific androgen-binding protein","SHBG","P04278","CHEMBL3305","Secreted protein","0.118883306718","1 /  46     "
"Dual specificity phosphatase Cdc25B","CDC25B","P30305","CHEMBL4804","Phosphatase","0.118883306718","4 /  7     "
"Fatty acid binding protein adipocyte","FABP4","P15090","CHEMBL2083","Fatty acid binding protein family","0.118883306718","0 /  3     "
"Peroxisome proliferator-activated receptor gamma","PPARG","P37231","CHEMBL235","Nuclear receptor","0.118883306718","0 /  12     "
"Peroxisome proliferator-activated receptor alpha","PPARA","Q07869","CHEMBL239","Nuclear receptor","0.118883306718","0 /  11     "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Enzyme","0.118883306718","0 /  1     "
"Fatty acid binding protein muscle","FABP3","P05413","CHEMBL3344","Fatty acid binding protein family","0.118883306718","0 /  4     "
"Fatty acid binding protein epidermal","FABP5","Q01469","CHEMBL3674","Fatty acid binding protein family","0.118883306718","0 /  1     "
"Peroxisome proliferator-activated receptor delta","PPARD","Q03181","CHEMBL3979","Nuclear receptor","0.118883306718","0 /  8     "
"Fatty acid-binding protein, liver","FABP1","P07148","CHEMBL5421","Fatty acid binding protein family","0.118883306718","0 /  3     "
"Nuclear receptor ROR-alpha","RORA","P35398","CHEMBL5868","Nuclear receptor","0.118883306718","0 /  4     "
"11-beta-hydroxysteroid dehydrogenase 1","HSD11B1","P28845","CHEMBL4235","Enzyme","0.118883306718","19 /  29     "
