"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Serine/threonine-protein kinase/endoribonuclease IRE1","ERN1","O75460","CHEMBL1163101","Enzyme","0.21654992169","38 /  38     "
"HMG-CoA reductase","HMGCR","P04035","CHEMBL402","Oxidoreductase","0.133391037839","3 /  4     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.125075959828","57 /  21     "
"Histone acetyltransferase p300","EP300","Q09472","CHEMBL3784","Writer","0.125075959828","1 /  0     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.125075959828","67 /  38     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.125075959828","49 /  30     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.125075959828","21 /  20     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.125075959828","45 /  24     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.125075959828","18 /  20     "
"Monoamine oxidase B","MAOB","P27338","CHEMBL2039","Oxidoreductase","0.125075959828","50 /  98     "
"Fatty acid synthase","FASN","P49327","CHEMBL4158","Transferase","0.125075959828","0 /  1     "
"CDGSH iron-sulfur domain-containing protein 1","CISD1","Q9NZ45","CHEMBL1795168","Unclassified protein","0.125075959828","3 /  0     "
"Alkaline phosphatase placental-like","ALPG","P10696","CHEMBL3402","Enzyme","0.125075959828","4 /  0     "
"Phospholipase A-2-activating protein","PLAA","Q9Y263","CHEMBL6114","Unclassified protein","0.125075959828","7 /  0     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.116739032206","31 /  15     "
"Myoglobin","MB","P02144","CHEMBL2406892","Unclassified protein","0.116739032206","3 /  0     "
"Calcium-activated potassium channel subunit alpha-1","KCNMA1","Q12791","CHEMBL4304","Voltage-gated ion channel","0.116739032206","6 /  0     "
"Serine/threonine-protein kinase PIM3","PIM3","Q86V86","CHEMBL5407","Kinase","0.116739032206","15 /  0     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.116739032206","7 /  37     "
"Dual specificity phosphatase Cdc25B","CDC25B","P30305","CHEMBL4804","Phosphatase","0.116739032206","3 /  0     "
"Arylamine N-acetyltransferase 1","NAT1","P18440","CHEMBL5101","Enzyme","0.116739032206","2 /  0     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.116739032206","42 /  2     "
"Plectin","PLEC","Q15149","CHEMBL1293240","Unclassified protein","0.116739032206","1 /  0     "
"Casein kinase I alpha","CSNK1A1","P48729","CHEMBL2793","Kinase","0.116739032206","2 /  0     "
"Casein kinase I delta","CSNK1D","P48730","CHEMBL2828","Kinase","0.116739032206","2 /  0     "
"Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP","PTPN22","Q9Y2R2","CHEMBL2889","Phosphatase","0.116739032206","1 /  0     "
"Egl nine homolog 1","EGLN1","Q9GZT9","CHEMBL5697","Oxidoreductase","0.116739032206","4 /  0     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.0","23 /  17     "
"Cyclin-dependent kinase 5/CDK5 activator 1","CDK5R1 CDK5","Q15078 Q00535","CHEMBL1907600","Kinase","0.0","11 /  0     "
"Cyclin-dependent kinase 2/cyclin A","CDK2 CCNA1 CCNA2","P24941 P78396 P20248","CHEMBL2094128","Other cytosolic protein","0.0","30 /  0     "
"CDK9/cyclin T1","CDK9 CCNT1","P50750 O60563","CHEMBL2111389","Other cytosolic protein","0.0","2 /  0     "
"Metabotropic glutamate receptor 2   (by homology)","GRM2","Q14416","CHEMBL5137","Family C G protein-coupled receptor","0.0","0 /  62     "
"Gamma-amino-N-butyrate transaminase","ABAT","P80404","CHEMBL2044","Transferase","0.0","3 /  2     "
"Histone chaperone ASF1A","ASF1A","Q9Y294","CHEMBL3392950","Unclassified protein","0.0","1 /  0     "
