"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.709883036273","7 /  8     "
"Cytochrome P450 1B1","CYP1B1","Q16678","CHEMBL4878","Cytochrome P450","0.593201380684","12 /  46     "
"Aldose reductase   (by homology)","AKR1B1","P15121","CHEMBL1900","Enzyme","0.576544657553","22 /  71     "
"Beta amyloid A4 protein","APP","P05067","CHEMBL2487","Membrane receptor","0.526533467907","2 /  12     "
"Induced myeloid leukemia cell differentiation protein Mcl-1","MCL1","Q07820","CHEMBL4361","Other cytosolic protein","0.509860934743","5 /  4     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.501555860269","13 /  21     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.468147849923","16 /  15     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.468147849923","8 /  13     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.468147849923","11 /  16     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.468147849923","8 /  12     "
"ATP-binding cassette sub-family G member 2","ABCG2","Q9UNQ0","CHEMBL5393","Primary active transporter","0.45150322429","6 /  50     "
"Multidrug resistance-associated protein 1","ABCC1","P33527","CHEMBL3004","Primary active transporter","0.284878497329","7 /  11     "
"Plasminogen","PLG","P00747","CHEMBL1801","Protease","0.276588608241","6 /  2     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.259910103952","12 /  47     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.234886157898","3 /  3     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.234886157898","7 /  28     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.234886157898","7 /  23     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.201601848762","4 /  29     "
"Arachidonate 15-lipoxygenase","ALOX15","P16050","CHEMBL2903","Enzyme","0.201601848762","7 /  5     "
"Arachidonate 12-lipoxygenase","ALOX12","P18054","CHEMBL3687","Enzyme","0.201601848762","10 /  7     "
"Vasopressin V2 receptor","AVPR2","P30518","CHEMBL1790","Family A G protein-coupled receptor","0.18493005241","2 /  1     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.18493005241","5 /  8     "
"Tyrosine-protein kinase receptor FLT3","FLT3","P36888","CHEMBL1974","Kinase","0.18493005241","6 /  7     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.18493005241","8 /  17     "
"Thrombin","F2","P00734","CHEMBL204","Protease","0.18493005241","14 /  2     "
"Serine/threonine-protein kinase PIM1","PIM1","P11309","CHEMBL2147","Kinase","0.18493005241","7 /  7     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.18493005241","5 /  47     "
"Serine/threonine-protein kinase Aurora-B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.18493005241","3 /  4     "
"Dopamine D4 receptor","DRD4","P21917","CHEMBL219","Family A G protein-coupled receptor","0.18493005241","1 /  1     "
"Glyoxalase I","GLO1","Q04760","CHEMBL2424","Enzyme","0.18493005241","3 /  4     "
"Myeloperoxidase","MPO","P05164","CHEMBL2439","Enzyme","0.18493005241","1 /  1     "
"PI3-kinase p85-alpha subunit","PIK3R1","P27986","CHEMBL2506","Enzyme","0.18493005241","1 /  1     "
"Adenosine A2a receptor   (by homology)","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.18493005241","6 /  11     "
"Death-associated protein kinase 1","DAPK1","P53355","CHEMBL2558","Kinase","0.18493005241","2 /  2     "
"Liver glycogen phosphorylase","PYGL","P06737","CHEMBL2568","Enzyme","0.18493005241","1 /  1     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.18493005241","7 /  5     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.18493005241","5 /  6     "
"Tyrosine-protein kinase SRC","SRC","P12931","CHEMBL267","Kinase","0.18493005241","2 /  10     "
"Focal adhesion kinase 1","PTK2","Q05397","CHEMBL2695","Kinase","0.18493005241","1 /  2     "
"Estradiol 17-beta-dehydrogenase 2","HSD17B2","P37059","CHEMBL2789","Enzyme","0.18493005241","11 /  3     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.18493005241","2 /  3     "
"Matrix metalloproteinase 13","MMP13","P45452","CHEMBL280","Protease","0.18493005241","1 /  1     "
"Matrix metalloproteinase 3","MMP3","P08254","CHEMBL283","Protease","0.18493005241","1 /  1     "
"Carbonic anhydrase III","CA3","P07451","CHEMBL2885","Lyase","0.18493005241","1 /  1     "
"Serine/threonine-protein kinase PLK1","PLK1","P53350","CHEMBL3024","Kinase","0.18493005241","2 /  3     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.18493005241","2 /  1     "
