"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.721585908049","4 /  4     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.256325439566","18 /  3     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.194838675314","17 /  43     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.194838675314","17 /  57     "
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.133316407552","2 /  12     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.124537699969","8 /  23     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.0981627197783","13 /  22     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.0981627197783","6 /  18     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0981627197783","35 /  9     "
"G-protein coupled receptor 35","GPR35","Q9HC97","CHEMBL1293267","Family A G protein-coupled receptor","0.0981627197783","0 /  2     "
"Cyclin-dependent kinase 4/cyclin D1","CCND1 CDK4","P24385 P11802","CHEMBL1907601","Kinase","0.0981627197783","0 /  1     "
"Platelet-derived growth factor receptor beta","PDGFRB","P09619","CHEMBL1913","Kinase","0.0981627197783","0 /  1     "
"Vascular endothelial growth factor receptor 3","FLT4","P35916","CHEMBL1955","Kinase","0.0981627197783","0 /  1     "
"Insulin receptor","INSR","P06213","CHEMBL1981","Kinase","0.0981627197783","0 /  1     "
"Cyclin-dependent kinase 2/cyclin A","CDK2 CCNA1 CCNA2","P24941 P78396 P20248","CHEMBL2094128","Other cytosolic protein","0.0981627197783","0 /  1     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.0981627197783","0 /  1     "
"Serine/threonine-protein kinase PLK1","PLK1","P53350","CHEMBL3024","Kinase","0.0981627197783","0 /  2     "
"Casein kinase II alpha","CSNK2A1","P68400","CHEMBL3629","Kinase","0.0981627197783","0 /  2     "
"Serine/threonine-protein kinase PLK4","PLK4","O00444","CHEMBL3788","Kinase","0.0981627197783","0 /  1     "
"Tyrosine-protein kinase TIE-2","TEK","Q02763","CHEMBL4128","Kinase","0.0981627197783","0 /  1     "
"Serine/threonine-protein kinase AKT","AKT1","P31749","CHEMBL4282","Kinase","0.0981627197783","0 /  1     "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.0981627197783","0 /  6     "
"Mitogen-activated protein kinase kinase kinase 8","MAP3K8","P41279","CHEMBL4899","Kinase","0.0981627197783","0 /  1     "
"Serine/threonine-protein kinase B-raf","BRAF","P15056","CHEMBL5145","Kinase","0.0981627197783","0 /  1     "
"Ephrin receptor","EPHB4","P54760","CHEMBL5147","Kinase","0.0981627197783","0 /  1     "
"Heat shock 70 kDa protein 1","HSPA1A","P0DMV8","CHEMBL5460","Other cytosolic protein","0.0981627197783","0 /  1     "
"NUAK family SNF1-like kinase 1","NUAK1","O60285","CHEMBL5784","Kinase","0.0981627197783","0 /  1     "
"Tyrosine-protein kinase FGR   (by homology)","FGR","P09769","CHEMBL4454","Kinase","0.0981627197783","0 /  1     "
"Tyrosine-protein kinase Lyn   (by homology)","LYN","P07948","CHEMBL3905","Kinase","0.0981627197783","0 /  1     "
"Squalene monooxygenase   (by homology)","SQLE","Q14534","CHEMBL3592","Enzyme","0.0981627197783","1 /  1     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.0981627197783","0 /  45     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.0981627197783","0 /  65     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.0893704742941","1 /  2     "
"Serine/threonine-protein kinase Aurora-B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.0893704742941","2 /  3     "
"Tyrosine-protein kinase SRC","SRC","P12931","CHEMBL267","Kinase","0.0893704742941","1 /  1     "
"Focal adhesion kinase 1","PTK2","Q05397","CHEMBL2695","Kinase","0.0893704742941","1 /  1     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.0893704742941","1 /  2     "
"Hepatocyte growth factor receptor","MET","P08581","CHEMBL3717","Kinase","0.0893704742941","1 /  2     "
"Receptor protein-tyrosine kinase erbB-2","ERBB2","P04626","CHEMBL1824","Kinase","0.0893704742941","2 /  1     "
"Glutathione reductase","GSR","P00390","CHEMBL2755","Oxidoreductase","0.0893704742941","0 /  1     "
"Carbonic anhydrase XIII","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.080569968052","1 /  26     "
"Carbonic anhydrase VA","CA5A","P35218","CHEMBL4789","Lyase","0.080569968052","2 /  11     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.080569968052","0 /  45     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.080569968052","3 /  11     "
"D-amino-acid oxidase","DAO","P14920","CHEMBL5485","Enzyme","0.080569968052","11 /  1     "
"Carbonic anhydrase VB","CA5B","Q9Y2D0","CHEMBL3969","Lyase","0.0717871625222","1 /  12     "
"Cyclin-dependent kinase 2/cyclin E1","CCNE1 CDK2","P24864 P24941","CHEMBL1907605","Kinase","0.0717871625222","1 /  0     "
"Protein tyrosine kinase 2 beta","PTK2B","Q14289","CHEMBL5469","Kinase","0.0717871625222","1 /  0     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.0717871625222","1 /  9     "
"Serine/threonine-protein kinase Aurora-A","AURKA","O14965","CHEMBL4722","Kinase","0.0717871625222","1 /  1     "
"Estradiol 17-beta-dehydrogenase 3","HSD17B3","P37058","CHEMBL4234","Enzyme","0.0717871625222","4 /  20     "
"Steroid 5-alpha-reductase 1","SRD5A1","P18405","CHEMBL1787","Oxidoreductase","0.0717871625222","0 /  4     "
"Troponin, cardiac muscle","TNNC1 TNNT2 TNNI3","P63316 P45379 P19429","CHEMBL2095202","Unclassified protein","0.0717871625222","0 /  1     "
"Carbonic anhydrase III","CA3","P07451","CHEMBL2885","Lyase","0.0717871625222","2 /  10     "
"Aldo-keto-reductase family 1 member C3","AKR1C3","P42330","CHEMBL4681","Enzyme","0.0717871625222","0 /  1     "
"Aldo-keto reductase family 1 member C1","AKR1C1","Q04828","CHEMBL5905","Enzyme","0.0717871625222","0 /  1     "
"Carbonyl reductase [NADPH] 1","CBR1","P16152","CHEMBL5586","Enzyme","0.0717871625222","0 /  1     "
"Macrophage migration inhibitory factor","MIF","P14174","CHEMBL2085","Enzyme","0.0717871625222","3 /  6     "
"Aldehyde dehydrogenase","ALDH2","P05091","CHEMBL1935","Oxidoreductase","0.0717871625222","0 /  2     "
"Alpha-synuclein","SNCA","P37840","CHEMBL6152","Unclassified protein","0.0717871625222","6 /  0     "
"Voltage-gated potassium channel subunit Kv1.3","KCNA3","P22001","CHEMBL4633","Voltage-gated ion channel","0.0717871625222","0 /  10     "
"Poly [ADP-ribose] polymerase-1","PARP1","P09874","CHEMBL3105","Enzyme","0.0","3 /  0     "
"Steryl-sulfatase","STS","P08842","CHEMBL3559","Enzyme","0.0","0 /  4     "
"Monoamine oxidase B","MAOB","P27338","CHEMBL2039","Oxidoreductase","0.0","0 /  71     "
"Catechol O-methyltransferase   (by homology)","COMT","P21964","CHEMBL2023","Transferase","0.0","3 /  0     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.0","0 /  30     "
"Nuclear factor NF-kappa-B p105 subunit","NFKB1","P19838","CHEMBL3251","Other cytosolic protein","0.0","0 /  2     "
"Dihydropteridine reductase","QDPR","P09417","CHEMBL3730","Enzyme","0.0","1 /  0     "
"Serine/threonine-protein kinase NEK2","NEK2","P51955","CHEMBL3835","Kinase","0.0","1 /  0     "
"Myoglobin","MB","P02144","CHEMBL2406892","Unclassified protein","0.0","1 /  0     "
