"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Cytochrome P450 1B1","CYP1B1","Q16678","CHEMBL4878","Cytochrome P450","1.0","12 /  46     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.353074081005","7 /  18     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.254289911931","8 /  12     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.254289911931","10 /  18     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.254289911931","9 /  12     "
"Carbonyl reductase [NADPH] 1","CBR1","P16152","CHEMBL5586","Enzyme","0.254289911931","2 /  3     "
"Multidrug resistance-associated protein 1","ABCC1","P33527","CHEMBL3004","Primary active transporter","0.237885167579","7 /  13     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.21312592269","74 /  38     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.21312592269","13 /  48     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.188420385827","6 /  8     "
"Tankyrase-2","TNKS2","Q9H2K2","CHEMBL6154","Enzyme","0.180252493891","4 /  12     "
"Tankyrase-1","TNKS","O95271","CHEMBL6164","Enzyme","0.180252493891","4 /  28     "
"Cyclin-dependent kinase 5/CDK5 activator 1","CDK5R1 CDK5","Q15078 Q00535","CHEMBL1907600","Kinase","0.171978589411","7 /  18     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.171978589411","13 /  20     "
"Cyclin-dependent kinase 1/cyclin B","CCNB3 CDK1 CCNB1 CCNB2","Q8WWL7 P06493 P14635 O95067","CHEMBL2094127","Other cytosolic protein","0.171978589411","6 /  12     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.171978589411","4 /  38     "
"Cyclin-dependent kinase 6","CDK6","Q00534","CHEMBL2508","Kinase","0.171978589411","4 /  4     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.171978589411","58 /  40     "
