"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","1.0","5 /  1     "
"Carbonyl reductase [NADPH] 1","CBR1","P16152","CHEMBL5586","Enzyme","1.0","2 /  2     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.143269256947","22 /  41     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.118277084772","41 /  59     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.101613854776","7 /  33     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.101613854776","3 /  46     "
"Carbonic anhydrase XIII","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.101613854776","1 /  21     "
"Carbonic anhydrase VB","CA5B","Q9Y2D0","CHEMBL3969","Lyase","0.101613854776","0 /  5     "
"Glutathione reductase","GSR","P00390","CHEMBL2755","Oxidoreductase","0.101613854776","0 /  1     "
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.101613854776","22 /  18     "
"Voltage-gated potassium channel subunit Kv1.5","KCNA5","P22460","CHEMBL4306","Voltage-gated ion channel","0.101613854776","0 /  1     "
"Voltage-gated potassium channel subunit Kv1.3","KCNA3","P22001","CHEMBL4633","Voltage-gated ion channel","0.101613854776","0 /  13     "
"Receptor protein-tyrosine kinase erbB-2","ERBB2","P04626","CHEMBL1824","Kinase","0.101613854776","0 /  1     "
"Cyclin-dependent kinase 4/cyclin D1","CCND1 CDK4","P24385 P11802","CHEMBL1907601","Kinase","0.101613854776","0 /  1     "
"Platelet-derived growth factor receptor beta","PDGFRB","P09619","CHEMBL1913","Kinase","0.101613854776","0 /  1     "
"Vascular endothelial growth factor receptor 3","FLT4","P35916","CHEMBL1955","Kinase","0.101613854776","0 /  1     "
"Cyclin-dependent kinase 2/cyclin A","CDK2 CCNA1 CCNA2","P24941 P78396 P20248","CHEMBL2094128","Other cytosolic protein","0.101613854776","0 /  1     "
"Serine/threonine-protein kinase PLK4","PLK4","O00444","CHEMBL3788","Kinase","0.101613854776","0 /  1     "
"Tyrosine-protein kinase TIE-2","TEK","Q02763","CHEMBL4128","Kinase","0.101613854776","0 /  1     "
"Serine/threonine-protein kinase Aurora-A","AURKA","O14965","CHEMBL4722","Kinase","0.101613854776","0 /  1     "
"Mitogen-activated protein kinase kinase kinase 8","MAP3K8","P41279","CHEMBL4899","Kinase","0.101613854776","0 /  1     "
"Serine/threonine-protein kinase B-raf","BRAF","P15056","CHEMBL5145","Kinase","0.101613854776","0 /  1     "
"Ephrin receptor","EPHB4","P54760","CHEMBL5147","Kinase","0.101613854776","0 /  1     "
"Squalene monooxygenase   (by homology)","SQLE","Q14534","CHEMBL3592","Enzyme","0.101613854776","0 /  1     "
"Tyrosine-protein kinase FGR   (by homology)","FGR","P09769","CHEMBL4454","Kinase","0.101613854776","0 /  1     "
"Tyrosine-protein kinase Lyn   (by homology)","LYN","P07948","CHEMBL3905","Kinase","0.101613854776","0 /  1     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.101613854776","5 /  21     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.101613854776","4 /  16     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.101613854776","3 /  39     "
"Calcium-activated potassium channel subunit alpha-1","KCNMA1","Q12791","CHEMBL4304","Voltage-gated ion channel","0.101613854776","5 /  0     "
"Flap endonuclease 1","FEN1","P39748","CHEMBL5027","Enzyme","0.101613854776","1 /  0     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.101613854776","4 /  2     "
"Serine/threonine-protein kinase Aurora-B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.101613854776","4 /  3     "
"Tyrosine-protein kinase SRC","SRC","P12931","CHEMBL267","Kinase","0.101613854776","5 /  1     "
"Focal adhesion kinase 1","PTK2","Q05397","CHEMBL2695","Kinase","0.101613854776","3 /  1     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.101613854776","3 /  2     "
"Serine/threonine-protein kinase PLK1","PLK1","P53350","CHEMBL3024","Kinase","0.101613854776","3 /  2     "
"Hepatocyte growth factor receptor","MET","P08581","CHEMBL3717","Kinase","0.101613854776","3 /  2     "
"Serine/threonine-protein kinase AKT","AKT1","P31749","CHEMBL4282","Kinase","0.101613854776","3 /  1     "
"NUAK family SNF1-like kinase 1","NUAK1","O60285","CHEMBL5784","Kinase","0.101613854776","3 /  1     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.101613854776","1 /  6     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.101613854776","1 /  10     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.101613854776","4 /  7     "
"Carbonic anhydrase VA","CA5A","P35218","CHEMBL4789","Lyase","0.101613854776","1 /  4     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.101613854776","4 /  4     "
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3","PFKFB3","Q16875","CHEMBL2331053","Enzyme","0.101613854776","2 /  0     "
"PI3-kinase p110-gamma subunit","PIK3CG","P48736","CHEMBL3267","Enzyme","0.0","8 /  0     "
"PI3-kinase p110-alpha subunit","PIK3CA","P42336","CHEMBL4005","Enzyme","0.0","6 /  0     "
"Cytochrome P450 1A2","CYP1A2","P05177","CHEMBL3356","Cytochrome P450","0.0","0 /  4     "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Enzyme","0.0","7 /  0     "
"Dual specificity protein phosphatase 3","DUSP3","P51452","CHEMBL2635","Phosphatase","0.0","1 /  0     "
"Steroid 5-alpha-reductase 1","SRD5A1","P18405","CHEMBL1787","Oxidoreductase","0.0","0 /  4     "
"G-protein coupled receptor 35","GPR35","Q9HC97","CHEMBL1293267","Family A G protein-coupled receptor","0.0","3 /  1     "
"Histone deacetylase 3","HDAC3","O15379","CHEMBL1829","Eraser","0.0","1 /  0     "
"Histone deacetylase 6","HDAC6","Q9UBN7","CHEMBL1865","Eraser","0.0","3 /  0     "
"Histone deacetylase 2","HDAC2","Q92769","CHEMBL1937","Eraser","0.0","1 /  0     "
"Histone deacetylase 8","HDAC8","Q9BY41","CHEMBL3192","Eraser","0.0","2 /  0     "
"Histone deacetylase 1","HDAC1","Q13547","CHEMBL325","Eraser","0.0","4 /  0     "
"Protein kinase N1","PKN1","Q16512","CHEMBL3384","Kinase","0.0","3 /  0     "
"Serine/threonine-protein kinase NEK2","NEK2","P51955","CHEMBL3835","Kinase","0.0","3 /  0     "
"Serine/threonine-protein kinase NEK6","NEK6","Q9HC98","CHEMBL4309","Kinase","0.0","3 /  0     "
"Histone deacetylase 10","HDAC10","Q969S8","CHEMBL5103","Eraser","0.0","2 /  0     "
"Protein kinase C alpha","PRKCA","P17252","CHEMBL299","Kinase","0.0","2 /  0     "
"Protein kinase C beta","PRKCB","P05771","CHEMBL3045","Kinase","0.0","2 /  0     "
"Estradiol 17-beta-dehydrogenase 1","HSD17B1","P14061","CHEMBL3181","Enzyme","0.0","6 /  0     "
"Protein kinase C epsilon","PRKCE","Q02156","CHEMBL3582","Kinase","0.0","1 /  0     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.0","11 /  2     "
"AMY1C","AMY1A","P04745","CHEMBL2478","Enzyme","0.0","1 /  0     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0","7 /  10     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.0","3 /  1     "
"Casein kinase II alpha","CSNK2A1","P68400","CHEMBL3629","Kinase","0.0","4 /  1     "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.0","7 /  7     "
"Protein farnesyltransferase","FNTA FNTB","P49354 P49356","CHEMBL2094108","Enzyme","0.0","1 /  0     "
"Nitric oxide synthase, inducible   (by homology)","NOS2","P35228","CHEMBL4481","Enzyme","0.0","4 /  0     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.0","7 /  0     "
"Thrombin","F2","P00734","CHEMBL204","Protease","0.0","4 /  0     "
"Trypsin I","PRSS1","P07477","CHEMBL209","Protease","0.0","1 /  0     "
"Thrombin and coagulation factor X","F10","P00742","CHEMBL244","Protease","0.0","3 /  0     "
"Urokinase-type plasminogen activator","PLAU","P00749","CHEMBL3286","Protease","0.0","3 /  0     "
