"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.999158562179","114 /  24     "
"Prolyl endopeptidase","PREP","P48147","CHEMBL3202","Protease","0.999158562179","3 /  3     "
"Prostaglandin E synthase","PTGES","O14684","CHEMBL5658","Enzyme","0.999158562179","100 /  14     "
"11-beta-hydroxysteroid dehydrogenase 2","HSD11B2","P80365","CHEMBL3746","Enzyme","0.166953109135","15 /  23     "
"11-beta-hydroxysteroid dehydrogenase 1","HSD11B1","P28845","CHEMBL4235","Enzyme","0.166953109135","61 /  40     "
"Cytochrome P450 17A1","CYP17A1","P05093","CHEMBL3522","Cytochrome P450","0.133944629355","0 /  17     "
"Glucocorticoid receptor","NR3C1","P04150","CHEMBL2034","Nuclear receptor","0.133944629355","37 /  46     "
"Apoptosis regulator Bcl-X","BCL2L1","Q07817","CHEMBL4625","Other ion channel","0.133944629355","15 /  3     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.133944629355","74 /  78     "
"Carboxylesterase 2","CES2","O00748","CHEMBL3180","Enzyme","0.133944629355","0 /  13     "
"Androgen Receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.133944629355","2 /  98     "
"Corticosteroid binding globulin","SERPINA6","P08185","CHEMBL2421","Secreted protein","0.125687252905","0 /  20     "
"Mineralocorticoid receptor","NR3C2","P08235","CHEMBL1994","Nuclear receptor","0.125687252905","15 /  24     "
"Progesterone receptor","PGR","P06401","CHEMBL208","Nuclear receptor","0.125687252905","20 /  49     "
"Thrombin","F2","P00734","CHEMBL204","Protease","0.125687252905","6 /  9     "
"Testis-specific androgen-binding protein","SHBG","P04278","CHEMBL3305","Secreted protein","0.125687252905","0 /  33     "
"Aldo-keto reductase family 1 member C2","AKR1C2","P52895","CHEMBL5847","Enzyme","0.125687252905","0 /  1     "
"Aldo-keto reductase family 1 member C1","AKR1C1","Q04828","CHEMBL5905","Enzyme","0.125687252905","0 /  1     "
"Dual specificity phosphatase Cdc25A","CDC25A","P30304","CHEMBL3775","Phosphatase","0.125687252905","19 /  20     "
"Estradiol 17-beta-dehydrogenase 2","HSD17B2","P37059","CHEMBL2789","Enzyme","0.125687252905","1 /  2     "
"Nitric oxide synthase, inducible   (by homology)","NOS2","P35228","CHEMBL4481","Enzyme","0.125687252905","12 /  21     "
"Protein farnesyltransferase","FNTA FNTB","P49354 P49356","CHEMBL2094108","Enzyme","0.125687252905","68 /  10     "
"Inhibitor of nuclear factor kappa B kinase beta subunit","IKBKB","O14920","CHEMBL1991","Kinase","0.125687252905","2 /  6     "
"Aldo-keto-reductase family 1 member C3","AKR1C3","P42330","CHEMBL4681","Enzyme","0.125687252905","22 /  1     "
"HMG-CoA reductase","HMGCR","P04035","CHEMBL402","Oxidoreductase","0.125687252905","12 /  103     "
"Cytochrome P450 2C19","CYP2C19","P33261","CHEMBL3622","Cytochrome P450","0.125687252905","1 /  6     "
"Phospholipase A2 group IIA","PLA2G2A","P14555","CHEMBL3474","Enzyme","0.125687252905","57 /  8     "
