"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Squalene monooxygenase","SQLE","Q14534","CHEMBL3592","Enzyme","0.112450964818","0 /  5     "
"Indoleamine 2,3-dioxygenase","IDO1","P14902","CHEMBL4685","Enzyme","0.0604245879294","10 /  0     "
"Period circadian protein homolog 2","PER2","O15055","CHEMBL3751648","Unclassified protein","0.0604245879294","39 /  0     "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.0604245879294","232 /  0     "
"Glucagon receptor","GCGR","P47871","CHEMBL1985","Family B G protein-coupled receptor","0.0604245879294","49 /  0     "
"Progesterone receptor","PGR","P06401","CHEMBL208","Nuclear receptor","0.0604245879294","152 /  0     "
"Metabotropic glutamate receptor 5","GRM5","P41594","CHEMBL3227","Family C G protein-coupled receptor","0.0604245879294","124 /  0     "
"Gamma-secretase","PSEN2 PSENEN NCSTN APH1A PSEN1 APH1B","P49810 Q9NZ42 Q92542 Q96BI3 P49768 Q8WW43","CHEMBL2094135","Protease","0.0604245879294","163 /  0     "
"Estradiol 17-beta-dehydrogenase 2","HSD17B2","P37059","CHEMBL2789","Enzyme","0.0604245879294","71 /  0     "
"Glucocorticoid receptor","NR3C1","P04150","CHEMBL2034","Nuclear receptor","0.0604245879294","256 /  0     "
"Dopamine transporter   (by homology)","SLC6A3","Q01959","CHEMBL238","Electrochemical transporter","0.0604245879294","373 /  0     "
"HERG","KCNH2","Q12809","CHEMBL240","Voltage-gated ion channel","0.0604245879294","105 /  0     "
"Ileal bile acid transporter","SLC10A2","Q12908","CHEMBL2778","Electrochemical transporter","0.0604245879294","75 /  0     "
"Protein farnesyltransferase","FNTA FNTB","P49354 P49356","CHEMBL2094108","Enzyme","0.0604245879294","171 /  2     "
"Vasopressin V1a receptor","AVPR1A","P37288","CHEMBL1889","Family A G protein-coupled receptor","0.0604245879294","38 /  0     "
"Neuropeptide Y receptor type 5","NPY5R","Q15761","CHEMBL4561","Family A G protein-coupled receptor","0.0604245879294","86 /  0     "
"Tubulin--tyrosine ligase","TTL","Q8NG68","CHEMBL5549","Enzyme","0.0604245879294","4 /  0     "
"LXR-alpha","NR1H3","Q13133","CHEMBL2808","Nuclear receptor","0.0604245879294","8 /  12     "
"Cytochrome P450 2C9","CYP2C9","P11712","CHEMBL3397","Cytochrome P450","0.0604245879294","9 /  0     "
"Cytochrome P450 3A4","CYP3A4","P08684","CHEMBL340","Cytochrome P450","0.0604245879294","2 /  0     "
"c-Jun N-terminal kinase 1","MAPK8","P45983","CHEMBL2276","Kinase","0.0604245879294","79 /  0     "
"Geranylgeranyl transferase type I beta subunit","PGGT1B","P53609","CHEMBL4135","Enzyme","0.0604245879294","20 /  0     "
"Polyadenylate-binding protein 1","PABPC1","P11940","CHEMBL1293286","Unclassified protein","0.0604245879294","8 /  0     "
"MAP kinase p38 alpha   (by homology)","MAPK14","Q16539","CHEMBL260","Kinase","0.0604245879294","244 /  0     "
"Metabotropic glutamate receptor 2","GRM2","Q14416","CHEMBL5137","Family C G protein-coupled receptor","0.0604245879294","10 /  0     "
"Protein kinase C delta","PRKCD","Q05655","CHEMBL2996","Kinase","0.0604245879294","50 /  0     "
"Vanilloid receptor","TRPV1","Q8NER1","CHEMBL4794","Voltage-gated ion channel","0.0604245879294","118 /  0     "
"Aldo-keto-reductase family 1 member C3","AKR1C3","P42330","CHEMBL4681","Enzyme","0.0604245879294","32 /  0     "
"Dual specificity phosphatase Cdc25A","CDC25A","P30304","CHEMBL3775","Phosphatase","0.0604245879294","17 /  0     "
"Proteinase-activated receptor 1","F2R","P25116","CHEMBL3974","Family A G protein-coupled receptor","0.0604245879294","30 /  0     "
"C-C chemokine receptor type 1","CCR1","P32246","CHEMBL2413","Family A G protein-coupled receptor","0.0604245879294","89 /  0     "
"Phosphodiesterase 2A","PDE2A","O00408","CHEMBL2652","Phosphodiesterase","0.0604245879294","88 /  0     "
"Phosphodiesterase 10A","PDE10A","Q9Y233","CHEMBL4409","Phosphodiesterase","0.0604245879294","531 /  0     "
"Interleukin-6 receptor subunit beta","IL6ST","P40189","CHEMBL3124734","Membrane receptor","0.0604245879294","5 /  0     "
"Cytochrome P450 11B1","CYP11B1","P15538","CHEMBL1908","Cytochrome P450","0.0604245879294","28 /  0     "
"Cytochrome P450 11B2","CYP11B2","P19099","CHEMBL2722","Cytochrome P450","0.0604245879294","28 /  0     "
"LXR-beta","NR1H2","P55055","CHEMBL4093","Nuclear receptor","0.0604245879294","6 /  0     "
"Sodium channel protein type IX alpha subunit","SCN9A","Q15858","CHEMBL4296","Voltage-gated ion channel","0.0604245879294","122 /  0     "
"Tyrosine-protein kinase JAK1","JAK1","P23458","CHEMBL2835","Kinase","0.0604245879294","115 /  0     "
"Tyrosine-protein kinase JAK2","JAK2","O60674","CHEMBL2971","Kinase","0.0604245879294","187 /  0     "
"Tyrosine-protein kinase JAK3","JAK3","P52333","CHEMBL2148","Kinase","0.0604245879294","113 /  0     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.0604245879294","136 /  0     "
"Liver glycogen phosphorylase","PYGL","P06737","CHEMBL2568","Enzyme","0.0604245879294","45 /  0     "
"Voltage-gated potassium channel subunit Kv1.5","KCNA5","P22460","CHEMBL4306","Voltage-gated ion channel","0.0604245879294","105 /  0     "
"Voltage-gated potassium channel subunit Kv1.3","KCNA3","P22001","CHEMBL4633","Voltage-gated ion channel","0.0604245879294","30 /  0     "
"Calcium sensing receptor","CASR","P41180","CHEMBL1878","Family C G protein-coupled receptor","0.0604245879294","20 /  0     "
"Epoxide hydratase","EPHX2","P34913","CHEMBL2409","Protease","0.0604245879294","102 /  0     "
"Muscarinic acetylcholine receptor M4","CHRM4","P08173","CHEMBL1821","Family A G protein-coupled receptor","0.0604245879294","43 /  0     "
"Muscarinic acetylcholine receptor M5","CHRM5","P08912","CHEMBL2035","Family A G protein-coupled receptor","0.0604245879294","41 /  0     "
"Bombesin receptor subtype-3","BRS3","P32247","CHEMBL4080","Family A G protein-coupled receptor","0.0604245879294","21 /  0     "
"Lysosomal Pro-X carboxypeptidase","PRCP","P42785","CHEMBL2335","Protease","0.0604245879294","18 /  0     "
"Neuropeptide Y receptor type 2","NPY2R","P49146","CHEMBL4018","Family A G protein-coupled receptor","0.0604245879294","3 /  0     "
"Tyrosine-protein kinase TYK2","TYK2","P29597","CHEMBL3553","Kinase","0.0604245879294","41 /  0     "
"Acyl-protein thioesterase 2","LYPLA2","O95372","CHEMBL1932891","Enzyme","0.0604245879294","2 /  0     "
"Oxytocin receptor   (by homology)","OXTR","P30559","CHEMBL2049","Family A G protein-coupled receptor","0.0604245879294","61 /  0     "
"Protein kinase C gamma","PRKCG","P05129","CHEMBL2938","Kinase","0.0604245879294","20 /  0     "
"Protein kinase C alpha","PRKCA","P17252","CHEMBL299","Kinase","0.0604245879294","89 /  0     "
"Protein kinase C beta","PRKCB","P05771","CHEMBL3045","Kinase","0.0604245879294","24 /  0     "
"Protein kinase C epsilon","PRKCE","Q02156","CHEMBL3582","Kinase","0.0604245879294","19 /  0     "
