"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Peroxisome proliferator-activated receptor gamma","PPARG","P37231","CHEMBL235","Nuclear receptor","0.98296077562","348 /  24     "
"Peroxisome proliferator-activated receptor alpha","PPARA","Q07869","CHEMBL239","Nuclear receptor","0.98296077562","218 /  19     "
"Peroxisome proliferator-activated receptor delta","PPARD","Q03181","CHEMBL3979","Nuclear receptor","0.98296077562","164 /  12     "
"Fatty acid binding protein adipocyte","FABP4","P15090","CHEMBL2083","Fatty acid binding protein family","0.670876754555","41 /  4     "
"Fatty acid binding protein muscle","FABP3","P05413","CHEMBL3344","Fatty acid binding protein family","0.670876754555","25 /  5     "
"Fatty acid binding protein epidermal","FABP5","Q01469","CHEMBL3674","Fatty acid binding protein family","0.670876754555","9 /  2     "
"Anandamide amidohydrolase","FAAH","O00519","CHEMBL2243","Enzyme","0.480131243414","9 /  17     "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Enzyme","0.480131243414","1 /  2     "
"Fatty acid-binding protein, liver","FABP1","P07148","CHEMBL5421","Fatty acid binding protein family","0.480131243414","2 /  3     "
"Acyl-CoA desaturase","SCD","O00767","CHEMBL5555","Enzyme","0.416678638509","13 /  1     "
"Free fatty acid receptor 1","FFAR1","O14842","CHEMBL4422","Family A G protein-coupled receptor","0.262324136139","184 /  3     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.262324136139","135 /  60     "
"T-cell protein-tyrosine phosphatase","PTPN2","P17706","CHEMBL3807","Phosphatase","0.25326461281","38 /  20     "
"Cyclooxygenase-1","PTGS1","P23219","CHEMBL221","Oxidoreductase","0.226036324558","14 /  3     "
"Prostaglandin E synthase","PTGES","O14684","CHEMBL5658","Enzyme","0.126154249845","72 /  14     "
"Protein-tyrosine phosphatase 1C","PTPN6","P29350","CHEMBL3166","Phosphatase","0.117056357516","3 /  1     "
"Carboxylesterase 2","CES2","O00748","CHEMBL3180","Enzyme","0.108018050868","0 /  14     "
"Prolyl endopeptidase","PREP","P48147","CHEMBL3202","Protease","0.108018050868","0 /  3     "
"Nuclear receptor ROR-gamma","RORC","P51449","CHEMBL1741186","Nuclear receptor","0.0898720672475","12 /  10     "
"11-beta-hydroxysteroid dehydrogenase 1","HSD11B1","P28845","CHEMBL4235","Enzyme","0.0807923867549","95 /  42     "
"Leukotriene B4 receptor 1","LTB4R","Q15722","CHEMBL3911","Family A G protein-coupled receptor","0.071715932485","69 /  6     "
"DNA topoisomerase I","TOP1","P11387","CHEMBL1781","Isomerase","0.071715932485","2 /  3     "
"DNA polymerase beta","POLB","P06746","CHEMBL2392","Enzyme","0.071715932485","2 /  8     "
"Phosphodiesterase 4D","PDE4D","Q08499","CHEMBL288","Phosphodiesterase","0.071715932485","86 /  1     "
"HMG-CoA reductase","HMGCR","P04035","CHEMBL402","Oxidoreductase","0.071715932485","78 /  36     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.071715932485","82 /  4     "
"Cannabinoid receptor 1","CNR1","P21554","CHEMBL218","Family A G protein-coupled receptor","0.071715932485","20 /  24     "
"Prostanoid EP2 receptor","PTGER2","P43116","CHEMBL1881","Family A G protein-coupled receptor","0.071715932485","127 /  24     "
"Receptor-type tyrosine-protein phosphatase F (LAR)","PTPRF","P10586","CHEMBL3521","Membrane receptor","0.0626219668353","19 /  1     "
"Dual specificity phosphatase Cdc25A","CDC25A","P30304","CHEMBL3775","Phosphatase","0.0626219668353","24 /  16     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.0626219668353","0 /  259     "
"Phospholipase A2 group 1B","PLA2G1B","P04054","CHEMBL4426","Enzyme","0.0626219668353","33 /  1     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.0626219668353","85 /  23     "
"Dual specificity phosphatase Cdc25B","CDC25B","P30305","CHEMBL4804","Phosphatase","0.0626219668353","8 /  6     "
"CD81 antigen","CD81","P60033","CHEMBL1075180","Surface antigen","0.0626219668353","0 /  1     "
"Protein kinase C eta","PRKCH","P24723","CHEMBL3616","Kinase","0.0626219668353","0 /  1     "
"11-beta-hydroxysteroid dehydrogenase 2","HSD11B2","P80365","CHEMBL3746","Enzyme","0.0626219668353","17 /  19     "
"Prostanoid EP1 receptor","PTGER1","P34995","CHEMBL1811","Family A G protein-coupled receptor","0.0626219668353","254 /  12     "
"Androgen Receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.0626219668353","4 /  126     "
"Corticosteroid binding globulin","SERPINA6","P08185","CHEMBL2421","Secreted protein","0.0626219668353","0 /  23     "
"Testis-specific androgen-binding protein","SHBG","P04278","CHEMBL3305","Secreted protein","0.0626219668353","0 /  55     "
"Glucose-6-phosphate 1-dehydrogenase","G6PD","P11413","CHEMBL5347","Enzyme","0.0626219668353","0 /  7     "
"Cytochrome P450 51   (by homology)","CYP51A1","Q16850","CHEMBL3849","Cytochrome P450","0.0626219668353","0 /  2     "
"LXR-alpha","NR1H3","Q13133","CHEMBL2808","Nuclear receptor","0.0626219668353","7 /  20     "
"Prostanoid IP receptor","PTGIR","P43119","CHEMBL1995","Family A G protein-coupled receptor","0.0626219668353","86 /  8     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.0626219668353","9 /  46     "
"Low molecular weight phosphotyrosine protein phosphatase","ACP1","P24666","CHEMBL4903","Phosphatase","0.0626219668353","13 /  1     "
"Protein farnesyltransferase","FNTA FNTB","P49354 P49356","CHEMBL2094108","Enzyme","0.0626219668353","51 /  14     "
"Aldo-keto reductase family 1 member B10","AKR1B10","O60218","CHEMBL5983","Enzyme","0.0626219668353","13 /  7     "
"Glucocorticoid receptor","NR3C1","P04150","CHEMBL2034","Nuclear receptor","0.0535560755162","31 /  36     "
"Adenosine A3 receptor","ADORA3","P0DMS8","CHEMBL256","Family A G protein-coupled receptor","0.0535560755162","5 /  3     "
"Vanilloid receptor","TRPV1","Q8NER1","CHEMBL4794","Voltage-gated ion channel","0.0535560755162","0 /  4     "
"Prostanoid EP4 receptor","PTGER4","P35408","CHEMBL1836","Family A G protein-coupled receptor","0.0535560755162","168 /  9     "
"Protein-tyrosine phosphatase 2C","PTPN11","Q06124","CHEMBL3864","Phosphatase","0.0535560755162","16 /  2     "
"Niemann-Pick C1-like protein 1","NPC1L1","Q9UHC9","CHEMBL2027","Other membrane protein","0.0535560755162","0 /  11     "
"Sigma opioid receptor","SIGMAR1","Q99720","CHEMBL287","Membrane receptor","0.0535560755162","0 /  4     "
"Cytochrome P450 17A1","CYP17A1","P05093","CHEMBL3522","Cytochrome P450","0.0535560755162","0 /  43     "
"Steroid 5-alpha-reductase 2","SRD5A2","P31213","CHEMBL1856","Oxidoreductase","0.0535560755162","80 /  19     "
"Progesterone receptor","PGR","P06401","CHEMBL208","Nuclear receptor","0.0535560755162","23 /  46     "
"MAP kinase ERK1","MAPK3","P27361","CHEMBL3385","Kinase","0.0535560755162","0 /  1     "
"Nitric oxide synthase, inducible","NOS2","P35228","CHEMBL4481","Enzyme","0.0535560755162","8 /  20     "
"Butyrylcholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.0535560755162","0 /  2     "
"Nuclear receptor subfamily 1 group I member 3   (by homology)","NR1I3","Q14994","CHEMBL5503","Nuclear receptor","0.0535560755162","0 /  2     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.0535560755162","20 /  39     "
"Mineralocorticoid receptor","NR3C2","P08235","CHEMBL1994","Nuclear receptor","0.0535560755162","16 /  23     "
"DNA topoisomerase II alpha","TOP2A","P11388","CHEMBL1806","Isomerase","0.0535560755162","0 /  2     "
"Nuclear receptor ROR-alpha","RORA","P35398","CHEMBL5868","Nuclear receptor","0.0535560755162","1 /  4     "
"Muscarinic acetylcholine receptor M2","CHRM2","P08172","CHEMBL211","Family A G protein-coupled receptor","0.0535560755162","0 /  1     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.0535560755162","0 /  2     "
"Norepinephrine transporter","SLC6A2","P23975","CHEMBL222","Electrochemical transporter","0.0535560755162","0 /  1     "
"Cytochrome P450 2C19","CYP2C19","P33261","CHEMBL3622","Cytochrome P450","0.0535560755162","0 /  4     "
"Prostanoid EP3 receptor","PTGER3","P43115","CHEMBL3710","Family A G protein-coupled receptor","0.0535560755162","42 /  3     "
