"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.321304812131","117 /  30     "
"Serotonin 2b (5-HT2b) receptor","HTR2B","P41595","CHEMBL1833","Family A G protein-coupled receptor","0.185218735008","17 /  2     "
"Butyrylcholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.185218735008","27 /  20     "
"Adrenergic receptor alpha-2","ADRA2C","P18825","CHEMBL1916","Family A G protein-coupled receptor","0.185218735008","4 /  1     "
"Alpha-2b adrenergic receptor","ADRA2B","P18089","CHEMBL1942","Family A G protein-coupled receptor","0.185218735008","4 /  1     "
"Muscarinic acetylcholine receptor M1","CHRM1","P11229","CHEMBL216","Family A G protein-coupled receptor","0.185218735008","46 /  1     "
"Sigma opioid receptor","SIGMAR1","Q99720","CHEMBL287","Membrane receptor","0.185218735008","51 /  3     "
"Cytochrome P450 2D6","CYP2D6","P10635","CHEMBL289","Cytochrome P450","0.185218735008","2 /  1     "
"SUMO-activating enzyme","SAE1 UBA2","Q9UBE0 Q9UBT2","CHEMBL2095174","Enzyme","0.13728888346","8 /  1     "
"Ras-related C3 botulinum toxin substrate 1","RAC1","P63000","CHEMBL6094","Unclassified protein","0.113285953487","0 /  1     "
"Cell division control protein 42 homolog","CDC42","P60953","CHEMBL6088","Unclassified protein","0.113285953487","1 /  1     "
"Dual specificity mitogen-activated protein kinase kinase 1","MAP2K1","Q02750","CHEMBL3587","Kinase","0.113285953487","46 /  0     "
"Serine/threonine-protein kinase Aurora-A","AURKA","O14965","CHEMBL4722","Kinase","0.113285953487","463 /  0     "
"Metabotropic glutamate receptor 5","GRM5","P41594","CHEMBL3227","Family C G protein-coupled receptor","0.113285953487","162 /  0     "
"Serine/threonine-protein kinase Aurora-B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.113285953487","268 /  0     "
"Metabotropic glutamate receptor 1","GRM1","Q13255","CHEMBL3772","Family C G protein-coupled receptor","0.113285953487","52 /  0     "
"Serotonin 3a (5-HT3a) receptor   (by homology)","HTR3A","P46098","CHEMBL1899","Ligand-gated ion channel","0.113285953487","13 /  0     "
"Melatonin receptor 1A","MTNR1A","P48039","CHEMBL1945","Family A G protein-coupled receptor","0.113285953487","156 /  48     "
"Melatonin receptor 1B","MTNR1B","P49286","CHEMBL1946","Family A G protein-coupled receptor","0.113285953487","149 /  47     "
"Dopamine D4 receptor","DRD4","P21917","CHEMBL219","Family A G protein-coupled receptor","0.113285953487","115 /  0     "
"Dual-specificity tyrosine-phosphorylation regulated kinase 1A   (by homology)","DYRK1A","Q13627","CHEMBL2292","Kinase","0.113285953487","122 /  0     "
"Thromboxane-A synthase","TBXAS1","P24557","CHEMBL1835","Cytochrome P450","0.113285953487","21 /  0     "
"Leucine-rich repeat serine/threonine-protein kinase 2","LRRK2","Q5S007","CHEMBL1075104","Kinase","0.113285953487","52 /  0     "
"Cytochrome P450 1B1","CYP1B1","Q16678","CHEMBL4878","Cytochrome P450","0.113285953487","23 /  0     "
"Cytochrome P450 1A1","CYP1A1","P04798","CHEMBL2231","Cytochrome P450","0.113285953487","8 /  0     "
"Protein kinase C epsilon","PRKCE","Q02156","CHEMBL3582","Kinase","0.113285953487","6 /  0     "
"Ribosomal protein S6 kinase alpha 3","RPS6KA3","P51812","CHEMBL2345","Kinase","0.113285953487","97 /  0     "
"CDK8/Cyclin C","CCNC CDK8","P24863 P49336","CHEMBL3038474","Kinase","0.113285953487","49 /  0     "
"Cell division protein kinase 8","CDK8","P49336","CHEMBL5719","Kinase","0.113285953487","57 /  0     "
"Phosphoglycerate kinase 1","PGK1","P00558","CHEMBL2886","Enzyme","0.113285953487","24 /  0     "
