"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Multidrug resistance-associated protein 1","ABCC1","P33527","CHEMBL3004","Primary active transporter","1.0","7 /  11     "
"Cytochrome P450 1B1","CYP1B1","Q16678","CHEMBL4878","Cytochrome P450","1.0","12 /  46     "
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.46690716971","19 /  72     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.411675027982","13 /  20     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.411675027982","15 /  18     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.411675027982","8 /  11     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.411675027982","10 /  16     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.411675027982","8 /  11     "
"Cyclin-dependent kinase 5/CDK5 activator 1","CDK5R1 CDK5","Q15078 Q00535","CHEMBL1907600","Kinase","0.308960779655","6 /  17     "
"Cyclin-dependent kinase 1/cyclin B","CCNB3 CDK1 CCNB1 CCNB2","Q8WWL7 P06493 P14635 O95067","CHEMBL2094127","Other cytosolic protein","0.308960779655","4 /  9     "
"Arginase-1   (by homology)","ARG1","P05089","CHEMBL1075097","Enzyme","0.308960779655","2 /  2     "
"Receptor-type tyrosine-protein phosphatase S","PTPRS","Q13332","CHEMBL2396508","Phosphatase","0.26948639931","4 /  8     "
"Plasminogen","PLG","P00747","CHEMBL1801","Protease","0.261559713213","6 /  2     "
"Beta amyloid A4 protein","APP","P05067","CHEMBL2487","Membrane receptor","0.245758011225","2 /  12     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.237888613721","5 /  48     "
"Poly [ADP-ribose] polymerase-1","PARP1","P09874","CHEMBL3105","Enzyme","0.237888613721","3 /  9     "
"Tankyrase-2","TNKS2","Q9H2K2","CHEMBL6154","Enzyme","0.237888613721","4 /  12     "
"Tankyrase-1","TNKS","O95271","CHEMBL6164","Enzyme","0.237888613721","4 /  28     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.237888613721","12 /  48     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.229974302009","7 /  8     "
"Tyrosine-protein kinase receptor FLT3","FLT3","P36888","CHEMBL1974","Kinase","0.229974302009","6 /  7     "
"ATP-binding cassette sub-family G member 2","ABCG2","Q9UNQ0","CHEMBL5393","Primary active transporter","0.229974302009","6 /  50     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.214178826987","5 /  20     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.214178826987","7 /  23     "
"Glyoxalase I","GLO1","Q04760","CHEMBL2424","Enzyme","0.214178826987","3 /  4     "
"Tyrosine-protein kinase SYK","SYK","P43405","CHEMBL2599","Kinase","0.214178826987","3 /  3     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.214178826987","5 /  7     "
"Transthyretin","TTR","P02766","CHEMBL3194","Secreted protein","0.214178826987","2 /  2     "
"Matrix metalloproteinase 9","MMP9","P14780","CHEMBL321","Protease","0.214178826987","2 /  2     "
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.214178826987","2 /  2     "
"Matrix metalloproteinase 12","MMP12","P39900","CHEMBL4393","Protease","0.214178826987","1 /  1     "
"Lymphocyte differentiation antigen CD38","CD38","P28907","CHEMBL4660","Enzyme","0.214178826987","2 /  3     "
"Aldo-keto reductase family 1 member B10","AKR1B10","O60218","CHEMBL5983","Enzyme","0.214178826987","2 /  3     "
"DNA topoisomerase I   (by homology)","TOP1","P11387","CHEMBL1781","Isomerase","0.214178826987","1 /  1     "
"Estrogen receptor beta","ESR2","Q92731","CHEMBL242","Nuclear receptor","0.190502109895","92 /  25     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.182601416737","4 /  36     "
"Cyclin-dependent kinase 6","CDK6","Q00534","CHEMBL2508","Kinase","0.182601416737","3 /  4     "
"Adenosine A2a receptor","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.174646371539","6 /  11     "
"Phospholipase A2 group IIA","PLA2G2A","P14555","CHEMBL3474","Enzyme","0.174646371539","0 /  2     "
"Serine/threonine-protein kinase PIM1","PIM1","P11309","CHEMBL2147","Kinase","0.16679877234","8 /  7     "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Enzyme","0.158886033955","9 /  22     "
"Estradiol 17-beta-dehydrogenase 1","HSD17B1","P14061","CHEMBL3181","Enzyme","0.150981810223","11 /  4     "
"Arachidonate 15-lipoxygenase","ALOX15","P16050","CHEMBL2903","Enzyme","0.143102156498","6 /  6     "
"Arachidonate 12-lipoxygenase","ALOX12","P18054","CHEMBL3687","Enzyme","0.143102156498","9 /  8     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.143102156498","75 /  27     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.143102156498","8 /  18     "
"Casein kinase II alpha","CSNK2A1","P68400","CHEMBL3629","Kinase","0.143102156498","3 /  2     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.135202128368","3 /  3     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.135202128368","7 /  30     "
"Delta opioid receptor","OPRD1","P41143","CHEMBL236","Family A G protein-coupled receptor","0.135202128368","3 /  5     "
"Cyclin-dependent kinase 2","CDK2","P24941","CHEMBL301","Kinase","0.135202128368","2 /  12     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.127302569502","2 /  12     "
"Cystic fibrosis transmembrane conductance regulator","CFTR","P13569","CHEMBL4051","Other ion channel","0.127302569502","1 /  1     "
"Induced myeloid leukemia cell differentiation protein Mcl-1","MCL1","Q07820","CHEMBL4361","Other cytosolic protein","0.127302569502","4 /  4     "
"Estradiol 17-beta-dehydrogenase 2","HSD17B2","P37059","CHEMBL2789","Enzyme","0.127302569502","11 /  3     "
"Carbonyl reductase [NADPH] 1","CBR1","P16152","CHEMBL5586","Enzyme","0.127302569502","3 /  2     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.127302569502","6 /  11     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.127302569502","5 /  7     "
"Thrombin","F2","P00734","CHEMBL204","Protease","0.127302569502","14 /  2     "
"Cyclin-dependent kinase 1","CDK1","P06493","CHEMBL308","Kinase","0.127302569502","4 /  10     "
"Vasopressin V2 receptor","AVPR2","P30518","CHEMBL1790","Family A G protein-coupled receptor","0.119403562123","2 /  1     "
"Serine/threonine-protein kinase Aurora-B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.119403562123","3 /  4     "
"Dopamine D4 receptor","DRD4","P21917","CHEMBL219","Family A G protein-coupled receptor","0.119403562123","1 /  1     "
"Myeloperoxidase","MPO","P05164","CHEMBL2439","Enzyme","0.119403562123","1 /  1     "
