"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Cyclooxygenase-1","PTGS1","P23219","CHEMBL221","Oxidoreductase","1.0","30 /  2     "
"Cytochrome P450 1A2","CYP1A2","P05177","CHEMBL3356","Cytochrome P450","1.0","5 /  1     "
"Vanilloid receptor","TRPV1","Q8NER1","CHEMBL4794","Voltage-gated ion channel","1.0","366 /  41     "
"Cannabinoid receptor 1","CNR1","P21554","CHEMBL218","Family A G protein-coupled receptor","0.182601416737","175 /  119     "
"Cannabinoid receptor 2","CNR2","P34972","CHEMBL253","Family A G protein-coupled receptor","0.127302569502","128 /  120     "
"Butyrylcholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.11150186548","47 /  100     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.11150186548","246 /  271     "
"Sigma opioid receptor","SIGMAR1","Q99720","CHEMBL287","Membrane receptor","0.11150186548","251 /  154     "
"Anandamide amidohydrolase","FAAH","O00519","CHEMBL2243","Enzyme","0.11150186548","210 /  11     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.11150186548","68 /  17     "
"Dopamine D2 receptor","DRD2","P14416","CHEMBL217","Family A G protein-coupled receptor","0.11150186548","1539 /  308     "
"Serine/threonine-protein kinase RAF","RAF1","P04049","CHEMBL1906","Kinase","0.11150186548","142 /  0     "
"Serine/threonine-protein kinase B-raf","BRAF","P15056","CHEMBL5145","Kinase","0.11150186548","216 /  0     "
"Acyl-CoA desaturase","SCD","O00767","CHEMBL5555","Enzyme","0.11150186548","62 /  0     "
"Cyclin-dependent kinase 5/CDK5 activator 1","CDK5R1 CDK5","Q15078 Q00535","CHEMBL1907600","Kinase","0.11150186548","45 /  0     "
"Dual-specificity tyrosine-phosphorylation regulated kinase 1A   (by homology)","DYRK1A","Q13627","CHEMBL2292","Kinase","0.11150186548","47 /  0     "
"Muscarinic acetylcholine receptor M4","CHRM4","P08173","CHEMBL1821","Family A G protein-coupled receptor","0.11150186548","24 /  15     "
"Histone deacetylase 6","HDAC6","Q9UBN7","CHEMBL1865","Eraser","0.11150186548","452 /  21     "
"Histone deacetylase 1","HDAC1","Q13547","CHEMBL325","Eraser","0.11150186548","712 /  19     "
"GABA transporter 3   (by homology)","SLC6A11","P48066","CHEMBL5208","Electrochemical transporter","0.11150186548","0 /  1     "
"GABA transporter 2   (by homology)","SLC6A13","Q9NSD5","CHEMBL4535","Electrochemical transporter","0.11150186548","0 /  2     "
"Sterol regulatory element-binding protein 2","SREBF2","Q12772","CHEMBL1795166","Unclassified protein","0.11150186548","4 /  0     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.11150186548","9 /  0     "
