"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Quinone reductase 2","NQO2","P16083","CHEMBL3959","Enzyme","0.995022825009","1 /  1     "
"Aldose reductase   (by homology)","AKR1B1","P15121","CHEMBL1900","Enzyme","0.922888436435","19 /  67     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.922888436435","13 /  12     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.922888436435","7 /  14     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.922888436435","9 /  22     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.922888436435","6 /  11     "
"Ribosomal protein S6 kinase alpha 3","RPS6KA3","P51812","CHEMBL2345","Kinase","0.8307208458","9 /  19     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.778528112389","3 /  18     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.569333625634","3 /  7     "
"Adrenergic receptor alpha-2","ADRA2C","P18825","CHEMBL1916","Family A G protein-coupled receptor","0.569333625634","2 /  2     "
"Neuromedin-U receptor 2","NMUR2","Q9GZQ4","CHEMBL1075144","Family A G protein-coupled receptor","0.191271931761","1 /  1     "
"Alpha-2a adrenergic receptor","ADRA2A","P08913","CHEMBL1867","Family A G protein-coupled receptor","0.191271931761","1 /  1     "
"Lymphocyte differentiation antigen CD38","CD38","P28907","CHEMBL4660","Enzyme","0.134971891997","0 /  2     "
"Cyclooxygenase-2","PTGS2","P35354","CHEMBL230","Oxidoreductase","0.126928723833","1 /  5     "
"Phosphodiesterase 5A","PDE5A","O76074","CHEMBL1827","Phosphodiesterase","0.118883306718","2 /  6     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.118883306718","0 /  14     "
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","0.118883306718","5 /  19     "
"TNF-alpha","TNF","P01375","CHEMBL1825","Secreted protein","0.118883306718","0 /  3     "
"Interleukin-2","IL2","P60568","CHEMBL5880","Secreted protein","0.118883306718","0 /  4     "
"Equilibrative nucleoside transporter 1","SLC29A1","Q99808","CHEMBL1997","Electrochemical transporter","0.118883306718","2 /  0     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.118883306718","0 /  31     "
"Adenosine A3 receptor","ADORA3","P0DMS8","CHEMBL256","Family A G protein-coupled receptor","0.0","0 /  15     "
"Voltage-gated potassium channel subunit Kv1.3","KCNA3","P22001","CHEMBL4633","Voltage-gated ion channel","0.0","0 /  3     "
"Thrombin and coagulation factor X","F10","P00742","CHEMBL244","Protease","0.0","20 /  0     "
"Serine/threonine-protein kinase RAF","RAF1","P04049","CHEMBL1906","Kinase","0.0","1 /  0     "
"Serine/threonine-protein kinase Chk2","CHEK2","O96017","CHEMBL2527","Kinase","0.0","31 /  0     "
"Serine/threonine-protein kinase Chk1","CHEK1","O14757","CHEMBL4630","Kinase","0.0","19 /  0     "
"Integrin alpha-V/beta-3","ITGAV ITGB3","P06756 P05106","CHEMBL1907598","Membrane receptor","0.0","37 /  0     "
"Integrin alpha-IIb/beta-3","ITGA2B ITGB3","P08514 P05106","CHEMBL2093869","Membrane receptor","0.0","2 /  0     "
"Integrin alpha-5/beta-1","ITGB1 ITGA5","P05556 P08648","CHEMBL2095226","Membrane receptor","0.0","2 /  0     "
