"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Xanthine dehydrogenase","XDH","P47989","CHEMBL1929","Oxidoreductase","1.0","14 /  21     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","1.0","16 /  16     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","1.0","9 /  14     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","1.0","10 /  17     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","1.0","9 /  13     "
"Cytochrome P450 1B1","CYP1B1","Q16678","CHEMBL4878","Cytochrome P450","1.0","12 /  46     "
"Multidrug resistance-associated protein 1","ABCC1","P33527","CHEMBL3004","Primary active transporter","0.443225383719","7 /  11     "
"NADPH oxidase 4","NOX4","Q9NPH5","CHEMBL1250375","Enzyme","0.409770183659","6 /  8     "
"Aldose reductase","AKR1B1","P15121","CHEMBL1900","Enzyme","0.401570420734","22 /  72     "
"ATP-binding cassette sub-family G member 2","ABCG2","Q9UNQ0","CHEMBL5393","Primary active transporter","0.284878497329","6 /  50     "
"Acetylcholinesterase","ACHE","P22303","CHEMBL220","Hydrolase","0.284878497329","4 /  32     "
"Arachidonate 15-lipoxygenase","ALOX15","P16050","CHEMBL2903","Enzyme","0.284878497329","6 /  7     "
"Arachidonate 12-lipoxygenase","ALOX12","P18054","CHEMBL3687","Enzyme","0.284878497329","9 /  9     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.268235116792","3 /  3     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.268235116792","5 /  28     "
"Vasopressin V2 receptor","AVPR2","P30518","CHEMBL1790","Family A G protein-coupled receptor","0.259910103952","2 /  1     "
"Monoamine oxidase A","MAOA","P21397","CHEMBL1951","Oxidoreductase","0.259910103952","5 /  12     "
"Tyrosine-protein kinase receptor FLT3","FLT3","P36888","CHEMBL1974","Kinase","0.259910103952","6 /  7     "
"Cytochrome P450 19A1","CYP19A1","P11511","CHEMBL1978","Cytochrome P450","0.259910103952","7 /  18     "
"Thrombin","F2","P00734","CHEMBL204","Protease","0.259910103952","16 /  2     "
"Serine/threonine-protein kinase PIM1","PIM1","P11309","CHEMBL2147","Kinase","0.259910103952","7 /  7     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.259910103952","5 /  48     "
"Serine/threonine-protein kinase Aurora-B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.259910103952","3 /  4     "
"Dopamine D4 receptor","DRD4","P21917","CHEMBL219","Family A G protein-coupled receptor","0.259910103952","1 /  1     "
"Adenosine A1 receptor   (by homology)","ADORA1","P30542","CHEMBL226","Family A G protein-coupled receptor","0.259910103952","7 /  23     "
"Glyoxalase I","GLO1","Q04760","CHEMBL2424","Enzyme","0.259910103952","3 /  4     "
"Myeloperoxidase","MPO","P05164","CHEMBL2439","Enzyme","0.259910103952","1 /  1     "
"PI3-kinase p85-alpha subunit","PIK3R1","P27986","CHEMBL2506","Enzyme","0.259910103952","1 /  1     "
"Adenosine A2a receptor   (by homology)","ADORA2A","P29274","CHEMBL251","Family A G protein-coupled receptor","0.259910103952","6 /  11     "
"Death-associated protein kinase 1","DAPK1","P53355","CHEMBL2558","Kinase","0.259910103952","2 /  2     "
"Liver glycogen phosphorylase","PYGL","P06737","CHEMBL2568","Enzyme","0.259910103952","1 /  1     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.259910103952","5 /  6     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.259910103952","5 /  6     "
"Tyrosine-protein kinase SRC","SRC","P12931","CHEMBL267","Kinase","0.259910103952","1 /  10     "
"Focal adhesion kinase 1","PTK2","Q05397","CHEMBL2695","Kinase","0.259910103952","1 /  2     "
"Estradiol 17-beta-dehydrogenase 2","HSD17B2","P37059","CHEMBL2789","Enzyme","0.259910103952","11 /  3     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.259910103952","2 /  3     "
"Matrix metalloproteinase 13","MMP13","P45452","CHEMBL280","Protease","0.259910103952","1 /  1     "
"Matrix metalloproteinase 3","MMP3","P08254","CHEMBL283","Protease","0.259910103952","1 /  1     "
"Carbonic anhydrase III","CA3","P07451","CHEMBL2885","Lyase","0.259910103952","1 /  1     "
"Serine/threonine-protein kinase PLK1","PLK1","P53350","CHEMBL3024","Kinase","0.259910103952","2 /  3     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.259910103952","2 /  1     "
"Cyclin-dependent kinase 1","CDK1","P06493","CHEMBL308","Kinase","0.259910103952","4 /  12     "
"Matrix metalloproteinase 9","MMP9","P14780","CHEMBL321","Protease","0.259910103952","3 /  2     "
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.259910103952","3 /  2     "
"Protein kinase N1","PKN1","Q16512","CHEMBL3384","Kinase","0.259910103952","1 /  3     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.259910103952","1 /  1     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.259910103952","6 /  5     "
"Casein kinase II alpha","CSNK2A1","P68400","CHEMBL3629","Kinase","0.259910103952","3 /  2     "
"Hepatocyte growth factor receptor","MET","P08581","CHEMBL3717","Kinase","0.259910103952","4 /  4     "
"Serine/threonine-protein kinase NEK2","NEK2","P51955","CHEMBL3835","Kinase","0.259910103952","1 /  2     "
"Interleukin-8 receptor A","CXCR1","P25024","CHEMBL4029","Family A G protein-coupled receptor","0.259910103952","1 /  1     "
"CaM kinase II beta","CAMK2B","Q13554","CHEMBL4121","Kinase","0.259910103952","1 /  2     "
"ALK tyrosine kinase receptor","ALK","Q9UM73","CHEMBL4247","Kinase","0.259910103952","2 /  4     "
"Serine/threonine-protein kinase AKT","AKT1","P31749","CHEMBL4282","Kinase","0.259910103952","1 /  4     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.259910103952","12 /  47     "
